Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, PowerUp UI/UX & Graphics Update ,"A sleek, minimalist, and modern update for all the graphics in the game to bring it up to speed with other mobile games in the app store.", Kim Huynh ," Mentor  Dilushi Piumwardane, May Burgos "," Organization  Systers, an Anita Borg Institute community ",/archive/2017/projects/6427479493312512,https://systers-opensource.blogspot.com/2017/08/kim-huynh-powerup-final-report-gsoc-2017.html
2, Interconversion of the SBML and SBGN Modelling Languages using Semantics of Logic ,Systems biology researchers study the network of molecular interactions within a biological system and publish the deduced models in a diagram..., Haoran Yu ," Mentor  Nicolas Rodriguez, Sarah Keating ", Organization  National Resource for Network Biology (NRNB) ,/archive/2017/projects/6428665978028032,https://github.com/NRNB-GSoC2017-SBML2SBGNML-Converters/SBML2SBGNML/tree/GSoC_2017_final_submission
3," Nmap Feature Creeping, Optimizing and developing NSE scripts (Vulnerability and Exploitation specialist) ","I will be working in several areas like adding new features, optimizing existing scripts and developing new scripts for Nmap.
In nutshell during this...", Rewanth Cool , Mentor  Daniel Miller , Organization  Nmap Security Scanner ,/archive/2017/projects/6429409410023424,https://medium.com/@rewanthcool/gsoc-2017-with-nmap-security-scanner-80d9bd54a97a
4, Javascript Visualizations for concepts in the book 'Artificial Intelligence: A Modern Approach' ,"This project aims to design and implement Javascript visualizations for the following chapters in the aima-javascript repository:

Chapter 4, Beyond...", Rishav Agarwal , Mentor  amitp , Organization  aimacode ,/archive/2017/projects/6430712798380032,https://gist.github.com/Rishav159/9b33681a3029c7c930a7c60d4a2aee1e
5, Enable automated testing on windows and other general sample platform improvements ,"The sample platform has been a good way to test regression tests, but still lacks windows support. It needs some improvements that are listed on...", Satyam Mittal , Mentor  Willem Van Iseghem , Organization  CCExtractor Development ,/archive/2017/projects/6430829030932480,https://www.ccextractor.org/public:gsoc:gsoc2017:google_summer_of_code_2017_satyam_mittal
6, InterMine Registry ,"The InterMine Registry will allow users to obtain and search, by consuming a RESTful API, basic information about existing InterMine instances. This...", Leonardo Kuffo , Mentor  Daniela Butano , Organization  Open Genome Informatics ,/archive/2017/projects/6434386606030848,https://github.com/intermine/intermine-registry
7, Universal Space Operations Center ,"The Universal Space Operations Center, USOC, is an open-source tool that allows a simple and easy creation of a working groundstation to aid space...", Victor Hertel ," Mentor  Florian Grabi, Manfred Ehresmann ", Organization  AerospaceResearch.net ,/archive/2017/projects/6437495088611328,http://aerospaceresearch.net/?p=350
8, Cloud filesystem for Media Manager ,Joomla! is an Open Source CMS which allows the user to create websites with ease. It is rich in features that helps even a novice to set up a fully..., Kasun Vithanage ," Mentor  David Neukirchen, Allon Moritz ", Organization  Joomla ,/archive/2017/projects/6438237581082624,https://github.com/joomla-projects/media-manager-improvement/commits/gsoc17?author=kasvith
9, libxcam Enable a debluring feature with OpenCL Design ,"Deblurring is a process that removes distortion from a blurry image using knowledge of the point spread function.
The blurring, or degradation, of an...", Andrey Parfenov , Mentor  Wind Yuan , Organization  Intel Media and Audio for Linux ,/archive/2017/projects/6440371911393280,https://andrey1994.github.io/GSoC_2017/
10, iOS: Implementation of missing Bricks and Sensors ,"Desired Outcome: Support of all Bricks and Sensors for Catrobat Language version 0.991 (except physics bricks)
New Bricks:

CameraBrick...", Pushkar Sharma , Mentor  michael , Organization  Catrobat ,/archive/2017/projects/6441041926291456,https://docs.google.com/spreadsheets/d/1ypN-WZUV_ioAhkncmYJ0OICuvJpzZa7s_4eyumu5Rok/
11, 3D OSM Plugin API ,The goal of this project is to create a plugin API to display OpenStreetMap (OSM) data on NASA Web WorldWind..., Candan Eylül Kilsedar ," Mentor  Patrick Hogan, Jakub Balhar ", Organization  OSGeo ,/archive/2017/projects/6446195887046656,https://lists.osgeo.org/pipermail/soc/2017-August/003844.html
12, Sonic Anemometer using PRU and PRUDAQ ,Write program for PRU present in BeagleBoard and to create a portable device able to measure the wind speed and temperature reliably in outdoor..., Naveen Saini ," Mentor  Stephen Arnold, Hunyue Yau, ZeekHuge ", Organization  BeagleBoard.org Foundation ,/archive/2017/projects/6450379722063872,https://github.com/thetransformerr/beagle-sonic
13, SVG Digital Halftoning ,Digital halftoning refers to the process of converting a continuous-tone image or photograph into a pattern of black and white picture elements for..., Abhishek Sehgal , Mentor  Bart Massey , Organization  Portland State University ,/archive/2017/projects/6452015836168192,https://github.com/abhishek-sehgal954/Inkscape_extensions_for_halftone_filters
14, Improvement of the background subtraction algorithm ,"I would like to work on improving background subtraction algorithm. In particular, I want to implement algorithm from the following article:...", Vladislav Samsonov , Mentor  Maksim Shabunin , Organization  OpenCV ,/archive/2017/projects/6453014550282240,https://github.com/opencv/opencv_contrib/pull/1211
15, iOS: Medialibrary port ,"Overview
The medialibrary(MediaLibraryKit) available for the Apple platform’s such as iOS, macOS, and tvOS is quite old and limited. 
However, the...", Soomin Lee ," Mentor  Felix Paul Kühne, jb ", Organization  VideoLAN ,/archive/2017/projects/6458593310146560,https://code.videolan.org/GSoC2017/Bubu/MediaLibraryKit
16, Online Validation Tools ,"Software Package Data Exchange (SPDX) is “a set of standards for communicating the components, licenses, and copyrights associated with software”....", Aleksandr Lisianoi , Mentor  Phil Ombredanne  SPDX , Organization  Software Product Data Exchange (SPDX) ,/archive/2017/projects/6460361226059776,http://all3fox.github.io/2017/08/23/gsoc17-at-spdx.html
17, Data Visualization of Archived Content ,The purpose of this project is to develop a set of visually impactful and meaningful models that allow users to easily visualize the changes archived..., Harsh Baid ," Mentor  b5, Dawn, Matt Price ", Organization  Environmental Data And Governance Initiative ,/archive/2017/projects/6462216651931648,http://harshbaid.com/blog/2017/working-with-edgi/
18, Import Some Synchronization Primitives from CoreRT into Mono ,"The goal is to replace Mono's BCL implementation of System.Threading.EventWaitHandle, System.Threading.Mutex and
System.Threading.Semaphore...", Alexander Efremov ," Mentor  Marek Safar, Ludovic Henry ", Organization  Mono Project ,/archive/2017/projects/6462738356240384,https://github.com/mono/mono/pull/5054#issue-236569175
19, A code formatter for Elixir ,"By leaving tedious formatting to the machine, code formatters provide a substantial increase in engineering productivity and a consistent style...", alexjiao ," Mentor  whatyouhide, José Valim ", Organization  Beam Community ,/archive/2017/projects/6463694657552384,https://github.com/uohzxela/ex_format
20, Develop an Android Science App for PSLab Experiments ,Create an Android App from scratch which would enable user to use PSLab directly from their mobile phone through an OTG cable and perform various..., Vivek Singh Bhadauria ," Mentor  Lorenz Gerber, Kiwi, Praveen Patil (Gnovi), Darin Lobo, vuhung, Darwin Gosal, Wan Leung Wong, Greg Austic, Mitch Altman, Shams Jaber, Mario Behling, Haggen So, Soong Chee Gi ", Organization  FOSSASIA ,/archive/2017/projects/6464072077803520,https://gist.github.com/viveksb007/b394b5815ebe4208435509ce40ec4521
21, Project Proposal-Javascript/WebGL Library For Interactive Visualization Of Large-Scale Network Graphs. ,A brief description on the plan of action and my understanding of the visualization project., Venkata ," Mentor  Aleš Saska, Tomas Helikar ", Organization  Computational Biology @ University of Nebraska-Lincoln ,/archive/2017/projects/6465860126375936,https://vchilkuri.gitbooks.io/gsoc-documentation/content/
22, Keeping PowerPointLabs Well-maintained and Updated ,"PowerPointLabs is used by people around the world, and is being developed and maintained by students
of National University of Singapore. These...", Ong Heng Le , Mentor  Ian Teo , Organization  TEAMMATES @ National University of Singapore ,/archive/2017/projects/6467332226416640,https://github.com/PowerPointLabs/PowerPointLabs/pulls?utf8=%E2%9C%93&q=is%3Apr%20author%3Ainitialshl
23, First Chatbot for DBpedia - Ram G Athreya ,"The requirement of the project is to build a conversational Chatbot for DBpedia which would be deployed in at least two social networks.
There are...", Ram G Athreya , Mentor  Ricardo Usbeck , Organization  DBpedia ,/archive/2017/projects/6469474609790976,https://github.com/dbpedia/chatbot/wiki/GSoC-2017:-Chatbot-for-DBpedia
24, EDSAC Museum on FPGA ,Electronic Delay Storage Automatic Calculator (EDSAC) is a first generation British computer commissioned in 1949. It was built by Maurice Wilkes and..., hatim , Mentor  Jeremy Bennett , Organization  Free and Open Source Silicon Foundation ,/archive/2017/projects/6470218444439552,https://hatimak.me/notes/gsoc-final/
25, Using Pseudo-random number repeatably in a fine-grain multithreaded simulation ,"Particle transport Monte Carlo simulations are a key tool for High Energy Physics experiments, including the LHC experiments at CERN. All Monte Carlo...", Dima Savin ," Mentor  Sandro Wenzel, John Apostolakis ", Organization  CERN-HSF ,/archive/2017/projects/6471566527299584,https://sd57.github.io/g4dprng/
26, Native Julia Solvers for Ordinary Differential Equations Boundary Value Problem: A GSoC proposal ,"This is a proposal for the project ""Native Julia solvers for ordinary differential equations and algebraic differential equations"". There is no...", Yingbo Ma ," Mentor  Problematic Developer, Chris Rackauckas, Christoph Ortner ", Organization  The Julia Language ,/archive/2017/projects/6473487988293632,https://gist.github.com/YingboMa/65dbe1a43564ab367408588467ccb671
27, Native Julia implementations of iterative solvers for numerical linear algebra ,The IterativeSolvers.jl package is currently lacking some well-known iterative methods such as QMR and BiCGStab(l) for solving linear systems and..., Harmen Stoppels , Mentor  Andreas Noack , Organization  The Julia Language ,/archive/2017/projects/6476815514206208,http://stoppels.blog/posts/gsoc-2017-summary
28, FHIR Module Enhancements  Project Proposal ,FHIR is a well known standard which rapidly gets popular among community. The purpose of this project is to expand the capabilities and functions of..., Kwateng Ofori , Mentor  Harsha Kumara , Organization  OpenMRS ,/archive/2017/projects/6477411709353984,https://talk.openmrs.org/t/gsoc-2017-fhir-module-enhancements-final-presentation/13080
29, Python Bindings for CCextractor proposal by Diptanshu Jamgade ,"I have written this proposal for the Python Bindings Project. I have detailed out to maximum possibilities. However, in case of lack of clarity we...", Diptanshu Jamgade , Mentor  Carlos Fernandez Sanz , Organization  CCExtractor Development ,/archive/2017/projects/6478163597066240,https://www.ccextractor.org/public:gsoc:gsoc2017:python_extension_module_for_ccextractor_diptanshu_jamgade_gsoc_2017
