Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Enhancing Robolectric for Comprehensive Dynamic Feature Module and AAB Testing Support ,"With Google Play's adoption of the AAB format as the standard publishing format, optimizing app delivery has become more efficient, allowing apps to...", sachin_kumar_77 ," Mentor  Michael Hoisie, Junyi Wang ", Organization  Robolectric ,/archive/2024/projects/Oqji84Q5,https://medium.com/@shashankkumar45556/gsoc-2024-work-summary-dynamic-feature-support-in-robolectric-104da06f9504
2, Benchmarking Physics Engines ,"A wide variety of robotics applications strongly rely on simulator performance. While many open-source simulators/physics engines are available, each...", Yaswanth Gonna , Mentor  Steve Peters , Organization  Open Robotics ,/archive/2024/projects/Z5JjlB0f,https://gist.github.com/yaswanth1701/d9ac86875046d827d65f6f48963a13c7
3," Enhanced Exception Handling, Testing, Documentation, and User-Friendliness for EvalAI ","This project aims to make EvalAI better for users. It will improve how errors are handled, add more tests to make sure things work properly, provide...", Harshit Jain 2210 ," Mentor  Rishabh Jain, Suryansh Pathak, Gunjan Chhablani, Rahul-Singh, Gautam Jajoo ", Organization  CloudCV ,/archive/2024/projects/Sv1GLh6t,https://medium.com/@harshitjain0562/google-summer-of-code-2024-with-cloudcv-aeb58538c4ed
4, MISSION SUPPORT SYSTEM(MSS): GUI FOR AUTOMATED PLOTTING ,"The Mission Support System (MSS) facilitates scientific flight planning in atmospheric science, but its existing mssautoplot CLI tool lacks...", Preetam-Das26 ," Mentor  Sreelakshmi Jayarajan, Reimar Bauer, Nilupul Manodya, Matthias Riße ", Organization  Python Software Foundation ,/archive/2024/projects/JemVvIly,https://github.com/Open-MSS/MSS/wiki/Preetam-Sundar-Das:-MISSION-SUPPORT-SYSTEM(MSS):-GUI-FOR-AUTOMATED-PLOTTING-:-GSOC2024
5," Rewriting Esoteric, Error-Prone Makefile Tests Using Robust Rust Features ",tests/run-make contains a heaping collection - 349 to be precise - of Makefiles containing ancient and difficult to understand test scripts. As a..., Julien Robert , Mentor  Jieyou Xu , Organization  The Rust Foundation ,/archive/2024/projects/P5BC91Hr,https://oneirical.github.io/gsocfinal/
6, QMLHEP3: Learning quantum representations of classical HEP data with contrastive learning ,"QMLHEP3, or ""Learning quantum representations of classical high energy physics data with contrastive learning,"" aims to study an intersection of...", duydl ," Mentor  Abhay Kamble, ToMago, Roy T. Forestano, KC Kong ", Organization  Machine Learning for Science (ML4SCI) ,/archive/2024/projects/4hPKaqPv,https://github.com/duydl/gsoc24-qml-workspace
7, Reiterating SWHKD security model to achieve simpler UX ,The current privilege model of the daemon SWHKD is a bit rough and has issues concerning the security and the UX ascepts related with it. The current..., IshanJoshi , Mentor  Aakash Sen Sharma , Organization  Waycrate ,/archive/2024/projects/uqDBJcJY,https://waycrate.github.io/outreach/gsoc/2024/submissions/project-2-ishan/
8, Improve VLC's extension api by improving support for Lua ,"Hello VideoLan, I want to improve Lua support for VLC and make it a more first-class citizen. Lua is beautiful language that's simple and easy to...", Nyima Tamang ," Mentor  chubinou, Alexandre Janniaux ", Organization  VideoLAN ,/archive/2024/projects/RDkfzjkr,https://nima64.github.io/blog/gsoc/gosc-6-24/
9," Adding SPI, Watchdog and SD card support to Raspberry Pi 4B BSP ","This project aims to improve the Raspberry Pi 4B (RPi4B) BSP support on RTEMS. Last year, RPi4B BSP support added GPIO, six UARTs, I2C, and IO...", Ning Yang ," Mentor  Kinsey, UtkarshVerma ", Organization  RTEMS Project ,/archive/2024/projects/VimEvWPO,https://yangn0.github.io/2024/08/23/GSoC-2024-Final-Submission.html
10, Android/iOS support for API Dash ,"Enhance the usability of API Dash by extending its compatibility to Android and iOS platforms, while introducing essential features such as...", Ragul Raj M ," Mentor  Ashita P., Ankit M. ", Organization  API Dash ,/archive/2024/projects/exbL7COY,https://github.com/foss42/apidash/blob/main/doc/gsoc/2024/ragul_raj_m.md
