Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
22, Implementation of the procps tools in Rust ,"The current uutils project is progressing well, and coreutils in particular is even partially production-ready. However, there are still not enough...", Krysztal Huang ," Mentor  Sylvestre Ledru, Terts Diepraam, Daniel Hofstetter ", Organization  Debian ,/archive/2024/projects/gUvvtVFj,https://krysztal.notion.site/GSoC2024-Progress-1790ac199fa44b45b5b7831419bb61e2
22, Implementing kw self-owned CI server infrastructure ,"The kworkflow project has a GitHub Actions hosted CI pipeline that restricts testing possibilities for core kworkflow features, such as kw deploy,...", MarceloSpessoto ," Mentor  Siqueira, Paulo Meirelles, Magali, David de Barros Tadokoro ", Organization  The Linux Foundation ,/archive/2024/projects/dtZ1xm2i,https://marcelospessoto.github.io/final-submission
22, Apache NuttX Apps and Rust Integration ,"The integration of Rust into Apache NuttX, an embedded Real-Time Operating System (RTOS) used across various platforms from 8-bit to 64-bit, aims to...", Rushabh Gala ," Mentor  Lup Yuen Lee, Xiang Xiao ", Organization  Apache Software Foundation ,/archive/2024/projects/6XD00y5S,https://github.com/rushabhvg/rushabhvg.github.io/blob/master/articles/end_report.md
22, Transitioning Catroid from Jenkins to GitHub Actions ,"Catroid currently relies on a self-hosted Jenkins server for its continuous integration (CI) pipeline, which demands considerable maintenance and...", mSebastian ," Mentor  Dev Sebastian, Patrick Ratschiller ", Organization  International Catrobat Association ,/archive/2024/projects/viIhgyVz,https://github.com/sebastiangollob/gsoc-24
22, Improving UX of Node and Bezier Tool ,This project would improve the workflow of editing of geometry of paths. Combining strengths of Pen tool and Node tool with modifiers and new..., SKIPPR ," Mentor  Mc, Vaibhav Malik ", Organization  Inkscape ,/archive/2024/projects/S22SNeiv,https://skippr.hashnode.dev/gsoc-2024-journey
22, Pwndbg: Annotate disassembly code ,My proposal aims to increase the level of context that Pwndbg provides when stepping through a binary by “annotating” the results of instructions...., Otso ," Mentor  Dominik 'Disconnect3d' Czarnota, Gulshan Singh ", Organization  Python Software Foundation ,/archive/2024/projects/Ar1tOf4w,https://logowaves.net/posts/pwndbg-gsoc-2024/
22, RocketMQ Dashboard Supports RocketMQ 5.0 Architecture and Enhances Usability ,"With the launch of RocketMQ 5.0 architecture, the RocketMQ Dashboard has not been well adapted to RocketMQ 5.0. There have been issues with Dashboard...", ZiweiYuan ," Mentor  RongtongJin, ShannonDing ", Organization  Apache Software Foundation ,/archive/2024/projects/XF1NcQuS,https://github.com/1294566108/GSoC-2024-List/blob/main/list
22, The 1001 thresholds in LLVM ,"LLVM has lots of thresholds and flags to avoid “costly cases”. However, it is unclear if these thresholds are useful, their value is reasonable, and...", Sh0g0 ," Mentor  Johannes Doerfert, William Moses, Jan Hückelheim ", Organization  LLVM Compiler Infrastructure ,/archive/2024/projects/MnheN07A,https://sh0g0-1758.github.io/GSOC-X-LLVM/
22, Machine Learning in Julia for Calorimeter Showers ,"The calorimeter, a key detector in Large Hadron Collider (LHC) experiments, measures the energy of particles interacting with detector materials....", Daniel Regado ," Mentor  Piyush Raikwar, Pere Mato, Graeme Stewart ", Organization  CERN-HSF ,/archive/2024/projects/2ivdEHkk,https://gist.github.com/guiyrt/1402fcf43c0d55baeb3d4671004a47a0
22, Liblouis table editor ,Aim to develop a GUI application for the task of table creation and editing of Liblouis tables. This task is currently tedious and time consuming and..., Jriyyya ," Mentor  Samuel Thibault, Nalin, K Sathaseelan ", Organization  Zendalona ,/archive/2024/projects/nk99BJtU,https://github.com/jriyyya/liblouis-table-editor
