Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Heap Viewer ,"Currently, there are no heap-specific widgets in Cutter to get information about the heap while debugging a program. This project aims to solve this...", Pulak Malhotra ," Mentor  Yossi Zapesochini, Itay Cohen ", Organization  Rizin ,/archive/2021/projects/4646304013090816,https://pulakiiit.github.io/posts/gsoc-report/
2, Handling compiler arguments ,"This project should broaden the functionality of being able to specify flags for compilation profiles, which is so far quite limited. It should also...", Jakub Jelinek ," Mentor  Laurence, Brad Richardson-1 ", Organization  Fortran-lang ,/archive/2021/projects/4646731328782336,https://github.com/fortran-lang/fpm/pull/498
3, OpenWRT package for OpenWISP Monitoring ,"This project aims to package OpenWISP monitoring on OpenWRT. It focuses on creating two packages, one to collect device stats in NetJSON format and...", Kapil (devkapilbansal) ," Mentor  Gagan Deep (pandafy), Florian Eckert, NST, Federico Capoano ", Organization  OpenWISP ,/archive/2021/projects/4651169976156160,https://dev.to/devkapilbansal/openwrt-openwisp-monitoring-2bmj
4, AR Draw + Measure experience in MapMint4me ,Introducing the Augmented Reality experience in the present MapMint4ME project and working on Better UI and UX part for the Augmented Reality..., Sourav singh ," Mentor  Gérald Fenoy, Sittichai Choosumrong, Rajat Shinde, Venkatesh Raghavan, Samuel Souk aloun ", Organization  OSGeo - Open Source Geospatial Foundation ,/archive/2021/projects/4651587124854784,https://github.com/srvsingh1962/ARDraw-MM4ME/wiki/Final-Report-Google-Summer-of-Code-2021-Project
5, Social Knowledge Graph: Employing SNA measures to Knowledge Graph ,"When novice users use DBpedia for querying, the information they really want is always overwhelmed by numerous query results. In this project, we...", Zhipeng Zhao , Mentor  Luca Virgili , Organization  DBpedia ,/archive/2021/projects/4661186208989184,https://github.com/dbpedia/social-knowledge-graph
6, Making FOSSology architecture microservice friendly ,"FOSSology is designed in modular fashion but it certainly does not follow micro-service architecture. If there is a change in an agent's logic, the...", Omar  AbdelSamea ," Mentor  Klaus Gmeinwieser, Anupam G, Gaurav Mishra, Vasudev ", Organization  FOSSology ,/archive/2021/projects/4661860250419200,https://github.com/OmarAbdelSamea/fossology/wiki
7, DBpedia Spotlight Dashboard: an integrated statistical information tool from the Wikipedia dumps and the DBpedia Extraction Framework artifacts ,"DBpedia Spotlight was released in 2011 by DBpedia. It is a tool that allows to annotate DBpedia resources in text, providing a solution for linking...", José Manuel Díaz Urraco ," Mentor  Said Polanco-Martagón, Maribel, Beyza Yaman, Julio Hernandez, Jan Forberg ", Organization  DBpedia ,/archive/2021/projects/4664433976016896,https://github.com/dbpedia/DBpedia-Spotlight-Dashboard
8," OONI: Developing Unit, Integration and E2E tests for Probe Desktop apps ",The Probe Desktop is free and Open Source Software that aims to provide insights on and expose the Internet censorship and other forms of network..., Shivam Pathak ," Mentor  Arturo Filastò, Pili Guerra, Sarath ", Organization  Digital Impact Alliance (DIAL) at UN Foundation ,/archive/2021/projects/4667892699758592,https://github.com/ooni/probe/issues/1752
9, Static code upload challenge evaluation and enhancements in GitHub based challenge creation ,"EvalAI is a platform to host and participate in AI challenges around the globe. To a challenge host, reproducibility of submission results and...", Savish Bedi ," Mentor  Khalid Riyaz, Ram Ramrakhya, Kartik Verma, rishabhjain ", Organization  CloudCV ,/archive/2021/projects/4676246344040448,https://medium.com/@savishbedi1/google-summer-of-code-2021-with-cloudcv-573d4181a997
10, New Virtual Raster Data Provider for Raster Calculator in QGIS ,"QGIS already has an integrated raster calculator, where user can enter an expression that will apply raster algebra functions to one or more input...", Francesco Bursi ," Mentor  Peter Petrik, Martin Dobias ", Organization  OSGeo - Open Source Geospatial Foundation ,/archive/2021/projects/4676329726803968,https://gist.github.com/Franc-Brs/b533fde3bec4ba16978c8fd2ef5e064f#file-gsoc2021-md
