Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, DefectDojo Modern UI ,"Modern User Experience For OWASP DefectDojo
With this proposal, I intend to shed light on the various areas which can be improved to better the user...", Aniket Bhat ," Mentor  Damien Carol, madchap ", Organization  OWASP Foundation ,/archive/2021/projects/6321558791913472,https://github.com/DefectDojo/ui2-incubating
2, JaxModel: A high level API for building purely functional models suitable for Molecular Predictions & Simulations ,"In this proposed project we build JaxModel, which provides a high-level API for training and deploying Machine Learning Models using JAX framework....", M. Vignesh Venkataraman ," Mentor  Bharath Ramsundar, Nathan ", Organization  Open Chemistry ,/archive/2021/projects/6322685180641280,https://forum.deepchem.io/t/summary-of-gsoc-21-jax-integeration-into-deepchem/559
3, Optimizing OpenCV DNN for RISC-V ,"There is a deep learning module in OpenCV named DNN, which has a set of built-in layers and functionality for loading serialized networks models from...", Liutong HAN , Mentor  Alexander Smorkalov , Organization  OpenCV ,/archive/2021/projects/6323745668464640,https://docs.google.com/document/d/1wPz3uZBFjnTg_aewOGQPLT3EbDewtY-DwW6Dra1D7pQ/edit?usp=sharing
4, Improvements to nls() ,"This project aims at providing documentation and possible patches to incorporate improvements in nls(), including better diagnostics to assist users...", Arkajyoti Bhattacharjee ," Mentor  Heather Turner, Hans W. Borchers, John Nash ", Organization  The R Project for Statistical Computing ,/archive/2021/projects/6324769313521664,https://arkab-ds.github.io/GSOC21-improveNLS/
5, Display simulation data for rigid bodies and cloth ,The project is about displaying data about the simulations in the view-port so that users and developers can easily understand what is going on. Data..., Soumya ," Mentor  Sebastian Parborg, Sebastián Barschkis ", Organization  Blender Foundation ,/archive/2021/projects/6325176798543872,https://wiki.blender.org/wiki/User:Forest/Final_Report
6, Implement RegNet-Y in TensorFlow 2 ,TensorFlow Hub and Model Garden are the go-to resources for ML practitioners for quick and easy experimentation. This project aims to implement..., Aditya Kane ," Mentor  jaeyounkim, Morgan Roff, Sayak Paul ", Organization  TensorFlow ,/archive/2021/projects/6325551266004992,https://adityakane2001.github.io/opensource/gsoc2021report
7, Path finding algorithm using OpenCV ,"Briefly, the problem is detecting the course markers to help an autonomous vehicle find an
optimal trajectory to complete the circuit. The idea is to...", Rupal Sharma ," Mentor  aaronhunter, Pavlo Vlastos "," Organization  Center for Research in Open Source Software, UC Santa Cruz ",/archive/2021/projects/6325589249622016,https://rsdel2007.github.io/GSoC-2021/
8, BibTeX Plugin Project ,"Problem: Many users use Joplin for research purposes, so it is natural for them to do citations all the time. Accordingly, adding a feature that...", Abdallah Ahmed ," Mentor  Laurent Cozic, Helmut K. C. Tessarek ", Organization  Joplin ,/archive/2021/projects/6325794904735744,https://gist.github.com/xUser5000/9b07f56864c8f5d498fd4d85b50f5aa1
9, Implement Escape Analysis in Julia Compiler ,Escape analysis is a classic problem in compiler analysis. Julia compiler has an existing AbstractInterpreter framework for managing inter-procedural..., Xuanda Yang ," Mentor  Shuhei Kadowaki, Jameson Nash ", Organization  The Julia Language ,/archive/2021/projects/6327831490985984,https://th3charlie.github.io/gsoc2021/
10, Website Updates ,"The project aims at creating and deploying a user friendly, interactive and accessible website for PEcAN Project. The following objectives will be...", Eshan , Mentor  Prakher Prashank , Organization  PEcAn Project ,/archive/2021/projects/6329013378744320,https://dev.to/eshantri/gsoc-21-report-webpage-updates-9c7
11, KStars DSO Overhaul ,Revision of the backend of deep sky object (DSO) catalogs and custom catalogs in regard to performance and support for (basic) cross-referencing...., Valentin Boettcher , Mentor  Jasem Mutlaq , Organization  KDE Community ,/archive/2021/projects/5128799867371520,https://invent.kde.org/education/kstars/-/wikis/GSOC-2021:-Work-Product
12, Casbin plugin for Kubernetes ,"Casbin is an open-source Authorization Library which supports access control models like ACL, RBAC, ABAC for Golang, Python, C/C++ and for many other...", Ashish  Malik ," Mentor  Yang Luo, ZiXuan Liu ", Organization  Casbin ,/archive/2021/projects/5129868307595264,https://ashishmalik.netlify.app/post/casbin/casbin2021/
13, Patch Security Vulnerabilities Identified by NCSU ,OpenMRS began collaborating with researchers from North Carolina State University (NCSU) to better secure the OpenMRS Reference Application. NCSU..., Nsereko Joshua ," Mentor  Isaac Sears, Sharif Magembe ", Organization  OpenMRS ,/archive/2021/projects/5129932329451520,https://jnsereko.medium.com/gsoc-2021-with-openmr-final-evaluation-af9659703a40
14, Sounds similar for me: Using open embeddings to improve sampling on orcAL Tool ,This project aims to improve the current active sampling strategy by implementing other information measures such as information density and..., Jose Giraldo ," Mentor  Jesse Lopez, Scott Veirs, Kunal Bhavesh Mehta, Valentina Staneva, val veirs ", Organization  Orcasound ,/archive/2021/projects/5131301618712576,https://github.com/orcasound/orca-embeddings/wiki/GSoC-2021-Final-report
15, Changing the frontend of OrcaSound ,OrcaSounds main objective is to educate and protect the orcas in the pacific. But in order to do that the website specifically the frontend needs to..., isabella Macchivello ," Mentor  Brendan, Scott Veirs, Paul Cretu, Ty C. ", Organization  Orcasound ,/archive/2021/projects/5131752858714112,https://github.com/orcasound/orcasite/wiki/Building-Orcasound-Content-Site-for-GSoC-2021
16, Improving support for compute shaders in spirv-fuzz ,project involve adding new transformations to spirv-fuzz tools to improve their support for compute shaders, Mostafa Ashraf Mohamed ," Mentor  Vasyl Teliman, Paul Thomson, Alastair Donaldson ", Organization  Android Graphics Tools Team ,/archive/2021/projects/5133242306396160,https://gist.github.com/Mostafa-ashraf19/9ab988701ef3fb0dbcd08eef3c301134
17, Refactor frontend-markdown processor using an extensible CommonMark parser ,"Markdown provides a great ability to format messages and write structured documents using plain text format.
Zulip uses two different markdown...", Akshat , Mentor  Rohitt Vashishtha , Organization  Zulip ,/archive/2021/projects/5134474559356928,https://gist.github.com/akshatdalton/289c9aa915af6d66740d994f35087806
18, Building a Working Prototype of the AutSPACEs website ,AutSPACEs is a citizen science platform that aims to understand how sensory processing differences affect autistic people all around the world. It..., Anoushka Ramesh ," Mentor  Lotty Coupat, KirstieJane ", Organization  INCF ,/archive/2021/projects/5137383292403712,https://github.com/alan-turing-institute/AutisticaCitizenScience/blob/master/applications/GSoC/AR-GSoC-final-report/README.md
19, Turn All References Blue ,Algorithmic approach to automate the process of adding hyperlinks of archived books to Wikipedia pages in an attempt to drastically simplify and..., Xin Yue Chen , Mentor  Mark Graham , Organization  Internet Archive ,/archive/2021/projects/5138192222650368,https://github.com/users/graceCXY/projects/1
20, Modern Plotting Machinery for the Large Hadron Collider's Monte Carlo Event Analysis Tool ,The Rivet toolkit is a software package for performing data analysis on simulated particle collision events like those in the Large Hadron Collider..., Matthew Filipovich ," Mentor  Dr Andy Buckley, Christian Bierlich ", Organization  CERN-HSF ,/archive/2021/projects/5139248516169728,https://matthewfilipovich.com/GSoC-2021-CERN/
21, JSON Support for Golang libraries ,"After the introduction of SPDX Specifications v2.2 JSON, YAML, and a development version of XML had been added as supported file formats. However ,...", Ujjwal Agarwal ," Mentor  Rishabh Bhatnagar, Stephen Winslow ", Organization  SPDX ,/archive/2021/projects/5139312538025984,https://docs.google.com/document/d/12GKZxZm-3jLKWLubMtaQGD3vd-CNjhMOWQCUJaZRLV4/edit?usp=sharing
22, digiKam Image Quality Sorter algorithms improvement ,"Image Quality sorter is a tool of digiKam. It helps users to label image bt accepted or pending or rejected. However, the current implementation does...", Phuoc-Khanh LE ," Mentor  Thanh Trung Dinh, Maik Qualmann, Gilles Caulier ", Organization  KDE Community ,/archive/2021/projects/5139632848633856,https://community.kde.org/index.php?title=GSoC/2021/StatusReports/PhuocKhanhLE
23, Boost:uBlas : Finalizing and improving the subtensor type ,"This project aims to extend the existing tensor extension of uBlas by providing support for subtensor, i.e. views of tensor type, along with the...", Kannav Krishan Mehta ," Mentor  Cem Bassoy, David Bellot ", Organization  Boost C++ Libraries ,/archive/2021/projects/5140417753907200,https://github.com/BoostGSoC21/ublas/wiki
24, spectral-workbench.js JS/Rails integration (Public Lab) ,This project focuses on the improvement of the live capture section implemented in the spectral workbench app at..., Mohammad Warid ," Mentor  Jeffrey Yoo Warren, Sudipto Ghosh, Ruth Waiganjo ", Organization  Public Lab ,/archive/2021/projects/5141195142987776,https://medium.com/@waridrox/gsoc-2021-at-public-lab-final-report-7347b7edf466
25, Okular: Improve Custom/Image Stamp Annotation Handling ,"Okular doesn't fully support stamp annotation representation resulting in sometimes rendering the same stamp icon couple times on the screen, or not...", Mahmoud Khalil , Mentor  Albert Astals Cid , Organization  KDE Community ,/archive/2021/projects/5143288469782528,https://ma-khalil.github.io/Adding-Custom-Stamps-Support-To-Okular/
26, Optimize Kernel::require API for Ruby 3 ,"The most frequently used Ruby Core APIs Kernel::require and Kernel::require_relative are doing the same work: it’s to resolve the file path, read the...", Xinyu Wang , Mentor  Koichi Sasada , Organization  Ruby ,/archive/2021/projects/5143626866229248,https://github.com/DarkKowalski/GSoC2021-RubyLanguage
27, Improve Exploration save flow: Syncing edits in the background ,This project enables the edits made by the creators in the exploration to sync in the background so that the two creators can easily work..., Aryaman Gupta ," Mentor  Eric Lou, Kevin Thomas ", Organization  Oppia Foundation ,/archive/2021/projects/5143751185399808,https://atpug22.medium.com/google-summer-of-code-2021-with-oppia-d61fb8c848ca
28, Smart automation for project documentation and website ,"This project aims to build and implement mdox, a documentation automation CLI tool, which can keep project documentation completely up-to-date by...", Saswata Mukherjee , Mentor  Bartlomiej Plotka , Organization  CNCF ,/archive/2021/projects/5145457193385984,https://github.com/bwplotka/mdox
29, Dynamic Partitioning for Interval Joins in Asterix Database ,"Asterix currently requires a static range hint in the query when performing interval joins. The range hint supplies split points for input data, then...", Caleb Herbel ," Mentor  prestonc@apache, Tin Vu ", Organization  The Apache Software Foundation ,/archive/2021/projects/5147213700792320,https://gist.github.com/cherbel/44c0f2ab58ee455bd7921ef5554c575d
30, Integrating Enzyme into Rust ,Integrate Enzyme into Rust to provide high-performance differentiation of generic Rust code., Manuel Drehwald ," Mentor  William Moses, Johannes Doerfert ", Organization  The LLVM Compiler Infrastructure ,/archive/2021/projects/5150056566489088,https://github.com/ZuseZ4/gsoc
31, Android native app for network selection capability in LibreMesh routers ,One practical barrier for the usage of local network web-based applications (such as the LimeApp) in Android devices is that browsers don't allow the..., Tomás Assenza ," Mentor  Nicolas Pace, Germán Francisco Ferrero ", Organization  freifunk ,/archive/2021/projects/5150144445546496,https://github.com/Patacon13/LimeApp/tree/GSoC-2021-RB1.0
32, Conventional Commits Plugin for Jenkins ,The main idea behind the project is to build a plugin to automatically determine the next semantic version for a repository using the Conventional..., Aditya Srivastava ," Mentor  Gareth Evans-1, Olivier Vernin, Allan BURDAJEWICZ, Kristin Whetstone ", Organization  Continuous Delivery Foundation ,/archive/2021/projects/5151236776525824,https://github.com/jenkinsci/conventional-commits-plugin
33, Runtime plugin ecosystem support for OCIS ,"This project aims to add runtime pluggability to the Reva framework to enhance developer experience at AARNet, ownCloud and CERN. This would involve:...", Jimil Desai ," Mentor  Ishank Arora, HUGO GONZALEZ, Alejandro Unger, Michael Usher ", Organization  CERN-HSF ,/archive/2021/projects/5151620706336768,https://github.com/jimil749/GSoC-Report
