Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Create a WebUI for data mapping and software control in embedded systems ,"Open Source tools, such as those developed by SAT, have been widely used for a variety of applications by academics and independent users. The tools...", Yash_Raj ," Mentor  Christian Frisson (SAT), Edu Meneses, Valentin Laurent ", Organization  Society for Arts and Technology (SAT) ,/archive/2022/projects/fhWh7het,https://sat-mtl.gitlab.io/collaborations/google-summer-of-code/posts/2022-contributions/tiger-yash-webui-for-data-mapping-and-software-control/work-product-tiger-yash/
2, GSoC 2022: Dubo-go-boot project enriches other middleware adaptations ,"Dubo-go-boot project enriches other middleware adaptations Similar to the Spring Boot project, which makes it easier for users to use dubo-Go...", jay li ," Mentor  zhaoyunxing, laurence ", Organization  Apache Software Foundation ,/archive/2022/projects/CVodKm18,https://github.com/dubbogo/dubbo-go-boot/pull/9
3, Improve  Minerva  OSS  Dataset  and implement models for Atarashi ,To implement some of machine/deep learning models on Minerva OSS Dataset from FOSSology and integrate it to atarashi as an agent. Models that are..., Sushant Kumar ," Mentor  Anupam Ghosh, HastagAB, Kaushlendra, Vasudev ", Organization  FOSSology ,/archive/2022/projects/gsITMRsG,https://github.com/its-sushant/GSoC-22
4, Custom Controller Implementation Using MathWorks Simulink Code Generation ,"MathWorks Simulink is a graphical programming language that allows one to create nonlinear vehicle models, and perform control system design and...", Emre Saldiran ," Mentor  Andrew Tridgell, Peter Hall ", Organization  ArduPilot ,/archive/2022/projects/pXQXmxEz,https://discuss.ardupilot.org/t/gsoc-2022-custom-controller-via-simulink-code-generation-conclusion/90709
5, Optimize ROOT use of modules for large codebases ,ROOT is a data analysis framework designed to handle large amounts of data with high performance. This proposal aims at optimizing the performance of..., Jun Zhang ," Mentor  Vassil Vassilev, Alexander Penev, David Lange ", Organization  CERN-HSF ,/archive/2022/projects/LcJL17UZ,https://docs.google.com/document/d/1dk3XECWpW_gXezTgUQ4cJDTM2-UKltWLwQCVxLt8iWk/edit?usp=sharing
6, Design 5 new Themes for Webiu ,Building and maintaining a website is an essential task for any business or organization. This project aims to ease the workflow of getting a website..., Ravindu-Hirimuthugoda ," Mentor  Charith, Dinith Minura, VD, Tash M ", Organization  SCoRe Lab ,/archive/2022/projects/hbMLCcC9,https://github.com/scorelab/GSoC/blob/master/GSoC-2022/10-Ravindu-Hirimuthugoda-Design-5-new-Themes-for-Webiu.md
7, BONDS: Improving the p5.js Showcase’s Accessibility to Expand Community Support For New Coders ,"Expanding on Katie Chan's 2021 p5.js Showcase theme of The Love Ethic, the driving force of this project will be the theme of BONDS, but more...", Annie Zheng , Mentor  rachel lim , Organization  Processing Foundation ,/archive/2022/projects/YKTssMvn,https://github.com/processing/p5.js-showcase/blob/main/contributors/GSOC2022-wrapup.md
8, Modernize JavaScript build process and dependencies for Wiki Education Dashboard ,Wiki Education Dashboard (the Rails app that powers Programs & Events Dashboard) is a complex web app for keeping track of contributions to Wikimedia..., Shashwat ," Mentor  Sage Ross, Dhruvdutt Jadhav ", Organization  Wikimedia Foundation ,/archive/2022/projects/1NHabNzp,https://gist.github.com/TheTrio/495c3e49218837969a8f0bb471ef8394
9, Improving the lesson creation experience [part(a) + part(b)] ,The aim of this project is to provide two enhancements to the exploration editor page (for creating lessons) for lesson creators: (a) Development of..., Soumyajyoti Dey , Mentor  Kevin , Organization  Oppia Foundation ,/archive/2022/projects/BZ43Q9ap,https://medium.com/@soumyo123/google-summer-of-code-2022-with-oppia-ff7962efd6a5
10," Medical images classification, segmentation and detection in VR ",My project is a development of 3 computer vision models: 1. A model for workflow classification; 2. A model for medical equipment detection; 3. A..., Daniilor ," Mentor  sunbiz, Priyanshu Sinha, Namrata Nehete ", Organization  LibreHealth ,/archive/2022/projects/O9a4EZCE,https://daniilor.blogspot.com/2022/09/summing-up-my-gsoc-experience.html
11, Investigating and Implementing Compact Data Representation of Homology Relationship ,A key challenge surrounding modern bioinformatics is to manage and store the growing amount of biological data with both space efficiency and..., KevinGao ," Mentor  Ivana Piližota, David Thybert ", Organization  Genome Assembly and Annotation ,/archive/2022/projects/nidhwgvC,https://github.com/gaojunxuan/homology_storage_compara
12, LPython: Implementing a Very Fast Parser ,"LPython is still in its pre-alpha stage of development. When it becomes functional, LPython aims to be an ahead-of-time (AOT) compiler for Python...", Akshansh Bhatt ," Mentor  Ondřej Čertík, czgdp1807, Rohit Goswami ", Organization  Python Software Foundation ,/archive/2022/projects/jNVPDsp1,https://github.com/akshanshbhatt/GSoC-2022-Final-Report
13, Working on Cluster of Priority Features. ,"The main target of this project proposal would be to work on a Cluster of priority features, I will be working on improving existing features or...", Yogesh Sirsat , Mentor  Priyam Seth , Organization  Zulip ,/archive/2022/projects/BzchcsAz,https://gist.github.com/yogesh-sirsat/a6be4c404e5fa1a0b629cef1aef0f320
