Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Raspberry Pi GPU Driver ,"This project aims to port the vc4 graphics driver to NetBSD, which drives the VideoCore GPU available on the Raspberry Pi. It will allow for a...", bschnepp , Mentor  rjs , Organization  The NetBSD Foundation ,/archive/2022/projects/esA98HIB,https://bschnepp.github.io/gsoc-2022/
2, Quantum Convolutional Neural Networks for High Energy Physics Analysis at the LHC ,This study aims to show the capabilities of QML especially QCNN for classifying the HEP image datasets. QCNN can be completely quantum or can be a..., Gopal Ramesh Dahale ," Mentor  Emanuele Usai, Colin Crovella ", Organization  Machine Learning for Science (ML4SCI) ,/archive/2022/projects/0gbpQgKv,https://github.com/ML4SCI/QMLHEP/tree/main/Quantum_CNN_for_HEP_Gopal_Ramesh_Dahale
3, Multiple Dataset Performance Visualization ,"Traveler-Integrated is a web-based visualization system for parallel performance data, such as OTF2 traces and HPX execution trees. HPX traces are...", Monalisha Ojha ," Mentor  Patrick Diehl, Kate I ", Organization  Ste||ar group ,/archive/2022/projects/p4XDxxVh,https://medium.com/@monalisha-ojha/multiple-datasets-performance-visualization-final-gsoc-report-29705791a985
4, Enhance core Zulip Web Application ,"The Primarily aim of this project would be to improve the overall UI/UX experience of Zulip users. Since last 2 months, I’m consistently...", Jai soni , Mentor  punchagan , Organization  Zulip ,/archive/2022/projects/dymLIi7V,https://gist.github.com/jai2201/9532297793a71fe96c3af31d6be0e3ff
5, Enhance Taskflow's Pipeline Infrastructure ,"This project is to add a layer of data abstraction on top of taskflow's original pipeline, so that users can either choose to prepare the data buffer...", Xiong Zhicheng , Mentor  Tsung-Wei Huang , Organization  NumFOCUS ,/archive/2022/projects/FgTgRVLt,https://github.com/PhrygianGates/GSoC_Taskflow
6, Porting xyz2mol to the RdKit core ,This project aims to construct a C++ implementation of the Python package xyz2mol from Prof. Jan H. Jensen’s research group..., Sreya G ," Mentor  Greg Landrum, Joey Storer ", Organization  Open Chemistry ,/archive/2022/projects/ugO4HoEX,https://github.com/rdkit/rdkit/pull/5557
7, A PyMC Dirichlet Process Submodule via AePPL Enhancements ,"In Bayesian statistics, one way to circumvent positing parametric assumptions is to use Dirichlet Processes (DP) as priors for probability...", Larry Dong ," Mentor  Ricardo Vieira, Brandon T. Willard ", Organization  NumFOCUS ,/archive/2022/projects/tSEKPZBa,https://larrydong.com/gsoc/gsoc-2-final-submission/
8, Plug and Plot with Internet data ,The goal of the project is to develop reusable building blocks for visual exploration of Internet data. The building blocks will be developed in the..., Anastasios-Theodosios Meletlidis ," Mentor  Romain, emileaben, Pavlos Sermpezis ", Organization  Internet Health Report ,/archive/2022/projects/tFAJcpfh,https://observablehq.com/@tasos
9, Solving Heterogeneous Agent Macroeconomic Models ,This project aims to implement the sequence space jacobian methods of Auclert et al. (2021) into the Heterogeneous Agents Resources and toolKit..., William Du ," Mentor  MridulS, llorracc ", Organization  NumFOCUS ,/archive/2022/projects/VLmTvWI1,https://github.com/econ-ark/HARK/pull/1155
10," Migrate the exploration editor page to Angular, and move the entire frontend to the Angular CLI ",The goal of this project is to migrate the exploration editor page from angularJs to angular. Users will be able to experience faster page..., HeyimShivam ," Mentor  Srijan Reddy, Ashutosh Chauhan ", Organization  Oppia Foundation ,/archive/2022/projects/wxQUHgSd,https://medium.com/@shivamthalwal/google-summer-of-code-2022-with-oppia-aed8eb7b6359
11, ZOO-Project - Adding Cesium support within MapMint ,"MapMint is a web-based Geographic Information System (GIS), which is designed to facilitate deployment of Spatial Data Infrastructure (SDI). In an...", Bhupendra ," Mentor  Rajat Shinde, GFenoy, Aditi Sawant ", Organization  OSGeo (Open Source Geospatial Foundation) ,/archive/2022/projects/haiLMxnP,https://github.com/bhupendra1324/mapmint
