Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Apache skywalking: Add the webapp of Banyandb ,"Apache skywalking: Add the webapp of Banyandb has determined the support for HTTP client requests, and the data structure has been designed. We only...", Chusheng Wu ," Mentor  Hongtao Gao, Zhenxu Ke, Superskyyy ", Organization  Apache Software Foundation ,/archive/2022/projects/FKBuRb8U,https://github.com/apache/skywalking-banyandb/pull/175
2," enviroCar App: New Features, Improvements and Bug Fixing ",enviroCar Mobile is an Android application for smartphones that can be used to collect Extended Floating Car Data. The app communicates with an OBD2..., Akash Ramjyothi , Mentor  Sai karthikeya , Organization  52°North Spatial Information Research GmbH ,/archive/2022/projects/3c3ZgCs1,https://blog.52north.org/2022/09/23/envirocar-app-replace-libraries-and-add-new-features-final-blog-post/
3, A concurrency model for the monitoring in Ganga ,Ganga routinely handles a tremendous amount of computational tasks simultaneously and keeping track of their status is prone to lagging behind with..., Giorgos Apostolopoulos ," Mentor  Alexander Richards, Ulrik, Mark Smith ", Organization  CERN-HSF ,/archive/2022/projects/fkDCJ5Ec,https://gist.github.com/joj0s/4d09e4c4489f36e88c8c4f76a95ecb80
4, ChromeStatus Frontend Modernization and Protocol Re-Architecture ,"ChromeStatus.com is a website that allows web developers to track all the features in the Chrome browser, including the deprecated, current, and...", Kuan-Hsuan (Kevin) Shen ," Mentor  Jason Robbins, Kyle ", Organization  Chromium ,/archive/2022/projects/jas90LA8,https://kevinshen56714.github.io/chromestatus-intern/
5, Snap Package for XWiki ,Project Description: The goal of this project is to create a snap package of the XWiki . As snaps are self-contained packages that work across a..., Vedant_Pol , Mentor  Thomas Mortagne , Organization  XWiki ,/archive/2022/projects/fxFT6AGX,https://github.com/VedantPol/GSoC_2022_Report_XWiki/blob/main/GSoC_2022_Vedant_Pol.md
6, Reducing Chrome’s Presentation Latency on Windows ,The current rendering configuration of Chrome on Windows can lead to substantial presentation latency. This project aims to reduce that latency by..., Alex Forrence , Mentor  Sunny Sachanandani , Organization  Chromium ,/archive/2022/projects/RiwyAVic,https://gist.github.com/aforren1/73461ac3c0b9f6330003453efa04f1aa
7, Email Plugin ,"Most Joplin users are researchers or workers in different fields. It's usually the university or company dealing with them via email, whether it's...", Bishoy Magdy Adeeb , Mentor  StefanM , Organization  Joplin ,/archive/2022/projects/Uj0slvvh,https://gist.github.com/bishoy-magdy/c6fb86eebf9adf8eba94f7b7e3071e43
8, Development Framework for Open MPW Shuttles ,"Efabless, Google, and SkyWater Technologies, through the Open MPW and ChipIgnite programs, provide free ASIC fabrication. To help streamline the...", Ali Imran ," Mentor  Steve Hoover, Mohamed Kassem ", Organization  Free and Open Source Silicon Foundation ,/archive/2022/projects/bAoybrn8,https://medium.com/@ali1120001a/development-framework-for-open-mpw-shuttles-47ca5956586a
9, Train a DL model for synthetic data generation for model optimization ,The project is divided into two parts. The goal for the first part is to train a lightweight Deep Learning model to generate a dataset of synthetic..., Athanasios Masouris ," Mentor  mansis, Zhuo Wu ", Organization  OpenVINO Toolkit ,/archive/2022/projects/bCmHAPIL,https://gist.github.com/ThanosM97/04a88826a00d8930f89ab51b05944c79
10, Deploy CLI (Metacall) ,This project will implement a CLI for deploying projects into MetaCall FaaS. This CLI should be able to be integrated with the MetaCall CLI. The..., Raj Aryan , Mentor  Jose , Organization  MetaCall ,/archive/2022/projects/YqPM14us,https://github.com/metacall/gsoc-2022/blob/main/submission/creatoon.md
