Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Example Zoo ,Example Zoo is an implementation of mlpack showcasing its potential usage in the real-world domain. It will provide a better starting point for new..., Tarek Elsayed ," Mentor  Marcus Edel, Kartik Dutt ", Organization  mlpack ,/archive/2022/projects/1hgAURBM,https://github.com/tareknaser360/GSoC22-mlpack-ExampleZoo-Report
2, Resolving Bugs and Expanding Documentation for WebGL in p5.js ,"My proposal is to resolve a number of outstanding bugs with WebGL functionality in p5.js, as well as expand on the documentation and tests for that...", Austin Slominski , Mentor  Kate Hollenbach , Organization  Processing Foundation ,/archive/2022/projects/r9OknbNi,https://gist.github.com/aceslowman/3d18e8e3acac994bde2ae2512cc85f3d
3, CloudStack Terraform Provider - Add datasources for the existing resources ,"CloudStack has recently made the first release of its own terraform provider, called CloudStack-Terraform Provider v0.4.0 and as of today it supports...", Daman Arora ," Mentor  Boris Stoyanov, Pearl Dsilva, Harikrishna ", Organization  Apache Software Foundation ,/archive/2022/projects/ZVraist1,https://gist.github.com/Damans227/f235d8a6a4e609a28be37ce0b2cb4143
4, Gnuastro Library in Python ,"Gnuastro is primarily written in C because astronomical datasets are large and thus need to be efficient with few dependencies. Therefore, its most...", Jash Shah , Mentor  Mohammad Akhlaghi , Organization  OpenAstronomy ,/archive/2022/projects/8xPSxHSE,https://jash-shah.github.io/Blogs/2022/07/20/Final-GSoC-Submission.html
5, Python client for OGC Maps API ,"OGC Maps API provides crucial information for analyzing maps and map data. The geospatial data is currently fetched using REST APIs, and each time...", Prakhar Gurunani , Mentor  Benjamin Pross , Organization  52°North Spatial Information Research GmbH ,/archive/2022/projects/WQM9F5qd,https://blog.52north.org/2022/09/23/python-client-for-ogc-maps-api-final-blog-post/
6, Runner Comparison / Capability Matrix revamp ,"Currently, Apache Beam maintains a static capability matrix to track which Beam features are supported by which set of language SDKs + Runners. This...", Aisulu Karimbaeva , Mentor  Pablo Estrada , Organization  Apache Software Foundation ,/archive/2022/projects/bcrkfuzU,https://gist.github.com/alive2020/b7c63851c30c1bb739994a8132aa1fc7
7, Automated Python Bindings ,"Rizin's currently exposes its functionality through the rz-pipe command-based API. However, for more complex applications, direct access to the C API...", wingdeans ," Mentor  Anton Kochkov, Itay Cohen ", Organization  Rizin ,/archive/2022/projects/cUPgOrvY,https://gist.github.com/wingdeans/8203a694beaa1ae3b2a40d2c8635375a
8, Create visual programming nodes for generating BIM data with IfcSverchok ,"Industry Foundation Class (IFC) is the leading open data format for the built environment, based on the ISO 16739-1:2018 standard. It’s the...", Martina Jakubowska ," Mentor  Thomas Krijnen, Moult ", Organization  BRL-CAD ,/archive/2022/projects/b5KjThFT,https://github.com/IfcOpenShell/IfcOpenShell/pull/2576
9, VedicDateTime (Part B) ,"This project aims to introduce a new calendar system in R and data science community. It aims to contribute to an R package, named 'VedicDateTime',...", Prajwal Kailasnath Patil ," Mentor  Neeraj Dhanraj Bokde, Andrés Elías Feijóo Lorenzo ", Organization  R project for statistical computing ,/archive/2022/projects/5Jq5F1gC,https://gist.github.com/prajwalkpatil/865d54b9453a6902f55800e43280da7c
10, GSoC Project Proposal for Flashrom ,The write operation in flash can only change bits in a specific way and the erase operation changes all the bits of a block to 1s. So to modify any..., Aarya ," Mentor  Thomas Heijligen, Simon_B ", Organization  Flashrom ,/archive/2022/projects/upN80V5b,https://blogs.coreboot.org/blog/2022/09/08/gsoc-optimize-erase-function-selection-wrap-up/
