Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, US Census 2020 ,US Census 2020 suite of packages provides easy access to the spatial and demographic data from the US Census bureau at different geographic levels..., Shreshtha Modi ," Mentor  Neal Fultz, Zack Almquist ", Organization  R project for statistical computing ,/archive/2022/projects/PGnGqfhW,https://github.com/shreshtha48/USCensus2020
2, Extend GCCs static analyzer to support checking for POSIX file descriptor APIs ,"The project aims to extend GCC’s static analyzer to support reporting warnings for “misuse” of POSIX FD APIs such as double-close, leakage, access...", Immad Mir , Mentor  David Malcolm , Organization  GNU Compiler Collection (GCC) ,/archive/2022/projects/y8k0d5Ew,https://gist.github.com/mirimmad/9524fa6ada8dda5436447dcc4cfc86f0
3, Adding visualization of protein-complex interaction to OpenPIP ,OpenPIP (Open Source Protein Interaction Platform) is an open-source software package for hosting protein-protein interaction (PPI) data based on the..., Aniket Ranjan ," Mentor  Gary Bader, Mohamed Helmy, Vishwesh Kulkarni ", Organization  National Resource for Network Biology (NRNB) ,/archive/2022/projects/fjUDLOrk,https://github.com/BaderLab/openPIP/pull/80
4, Lore interface for kw ,"KWorkflow (kw) is a tool that aims to unify and simplify the Linux kernel development proccess, to do this it offers a series of features that...", rubensgn ," Mentor  Siqueira, Melissa Wen, Paulo Meirelles, Deepak Patankar ", Organization  The Linux Foundation ,/archive/2022/projects/RE49fQ8O,https://github.com/kworkflow/kworkflow
5, Call a Friend ,"I will be working on converting the app source codes from java to kotlin, I’ll remove the extra features that the mentor suggests to be removed and...", AdiCoder ," Mentor  Moritz Warning, dakhnod ", Organization  freifunk ,/archive/2022/projects/nTkppSfR,https://github.com/meshenger-app/meshenger-android/tree/GSOC-22_new
6, Improved Member Management ,"Currently, the mobile app is in the development phase with zero releases, hence the main motive for this year would be to make the app...", Md Noman Khan ," Mentor  Peter Harrison, Shanielle Williams, Brandon Chung ", Organization  The Palisadoes Foundation ,/archive/2022/projects/PriO2jAd,https://gist.github.com/noman2002/414d6ebabc9b32074d35dabf2cfb2c1a
7, Mobile App Enhancements ,The project aims to embed the simulator in the mobile app. Further below mentioned features to be completed: 1. Search circuits 2. Search in the..., Aman . ," Mentor  Pavan Joshi, Manjot Singh Sidhu ", Organization  CircuitVerse.org ,/archive/2022/projects/hqRt0eFZ,https://blog.circuitverse.org/posts/aman_final_report/
8, Implementing cluster of high priority features to improve Zulip web app and server. ,"This project will focus on implementing a number of high priority features for Zulip web app. This includes addition of new features, improving user...", Shlok Patel , Mentor  amanagr , Organization  Zulip ,/archive/2022/projects/DkjW0pD4,https://gist.github.com/madrix01/19dcd0eeb54adca666721a658e23b908
9, Data Over Audio Library ,"Since Purr Data is concerned mainly with analyzing and sythesizing sound, machines running Purr Data typically have a mic and speakers connected to a...", Ishan Kumar Kaler , Mentor  Matt Barber , Organization  Purr Data ,/archive/2022/projects/U4qbFQj7,https://git.purrdata.net/ishankaler/google-summer-of-code-2022-report
10, Adding Energy Readers to MDAnalysis ,"In molecular dynamics simulations, users frequently have to inspect energy-like terms such as potential or kinetic energy, temperature, or pressure....", BFedder ," Mentor  Oliver Beckstein, Irfan Alibay, Hugo MacDermott-Opeskin, Fiona Naughton ", Organization  MDAnalysis ,/archive/2022/projects/wbLbZmGk,https://bfedder.github.io/jekyll/update/2022/09/26/the-end.html
