Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Taskwarrior ,Taskwarrior Flutter is a free and open source software that aims to provide GUI for various platforms as companion for Taskwarrior CLI. Last year in..., ShubhamGI , Mentor  Mabud Alam , Organization  CCExtractor Development ,/archive/2025/projects/HdLyKkMu,https://sgi-capp-at2.github.io/gsoc_docs/finalSubmission/index.html
2, Mobile Application for Marine Biology AR Learning ,Proposing an immersive augmented reality application that transforms marine biology education through interactive experiences where users can embody..., Ashwani Kumar Moudgil , Mentor  Aryavardhan Sharma , Organization  International Catrobat Association ,/archive/2025/projects/Kf371Wd9,https://gist.github.com/Ashwani1330/23ba4410f162ded9c7f4722948f4605a
3, Monumento ,"My vision is to build Monumento, anopen-source, interactive platform for exploring and connecting around historical monuments. Users can contribute...", Kareem Abdeen ," Mentor  Bruno, Aya Nady, Mohammed Mohsin ", Organization  AOSSIE ,/archive/2025/projects/j1bMJnDJ,https://github.com/kareemabdeen/GSoC-25-final-term-evaluation
4, Improvements in user response (loading and   saving files) ,"InVesalius, a medical imaging tool, lacks user feedback during file loading and saving (e.g., .inv3 projects) and offers a basic, non-cancellable...", Shruti Parmar ," Mentor  Thiago F Moraes, Paulo Henrique Junqueira Amorim ", Organization  Invesalius ,/archive/2025/projects/D5nIVoDd,https://github.com/shrutiparmar2003/Google-Summer-of-Code-2025-Final-Report
5, Pitch Correction for Sound Playback in Sequencer ,The goal of this project is to integrate pitch-correction into Blender's video sequence editor (VSE). While the editor supports retiming video and..., TheKaceFiles , Mentor  Aras Pranckevičius , Organization  Blender Foundation ,/archive/2025/projects/pJUULEjM,https://devtalk.blender.org/t/gsoc-2025-pitch-correction-for-sound-playback/40371/18
6, Rust bindings for libcups2/3 ,"This project will create comprehensive Rust bindings and idiomatic wrappers for CUPS (Common UNIX Printing System), enabling Rust applications to...", Mintu Gogoi ," Mentor  Till Kamppeter, jyn, mmstick ", Organization  The Linux Foundation ,/archive/2025/projects/Vxc0sLQU,https://github.com/Gmin2/cups-rs
7, Enhancing Metals with Play Framework Support ,"In Metals, the LSP implementation for Scala, there is currently no built-in support for Play Framework-specific files such as .scala.html templates...", Abdullah Arif Jafri , Mentor  Tomasz Godzik , Organization  Scala Center ,/archive/2025/projects/zty5gv0n,https://github.com/scalameta/metals/pull/7751
8, Enhancing Debian packages with ROCm GPU acceleration ,"Due to Debian’s open-source nature, no Debian package in main can have a proprietary GPU package listed as a dependency. While AI and HPC workloads...", Spaarsh , Mentor  cgmb , Organization  Debian ,/archive/2025/projects/9s4jUjV0,https://salsa.debian.org/-/snippets/813
9, AI Teaching Assistant ,The aim is to create an “AI Teaching Assistant” bot that answers the relevant queries and helps teachers and students with code reviews and answer..., Nandini Jaiswal ," Mentor  Hugo Dueñas, _Aritra_ ", Organization  omegaUp ,/archive/2025/projects/oFJP5nqY,https://github.com/omegaup/omegaup/issues/8251
10, Diffusion Models for Gravitational Lensing Simulation ,My project focuses on developing diffusion models for gravitational lensing simulations. I will implement and evaluate various diffusion-based..., hamees-sayed ," Mentor  Pranath Reddy, Mike Toomey ", Organization  Machine Learning for Science (ML4SCI) ,/archive/2025/projects/T27qiqDH,http://hamees-sayed.github.io/flowlensing
11, Machine-Readable Repository Information Query Tool ,This project introduces a new Git sub-command (currently intended to be called git repo-info) that will centralize data currently retrieved by git..., Lucas Oshiro ," Mentor  Patrick Steinhardt, KarthikNayak ", Organization  Git ,/archive/2025/projects/fGgMYHwl,https://lucasoshiro.github.io/gsoc-en/
12, Enhancing SymPy’s Control Module: Symbolic Stability and Discrete-Time Systems ,"This project enhanced SymPy's physics/control module by introducing two fundamental features. First, a robust method for symbolic stability analysis...", Leonardo Mangani ," Mentor  Francesco Bonazzi, Jason Moore ", Organization  SymPy ,/archive/2025/projects/cpykfo3t,https://github.com/sympy/sympy/wiki/GSoC-2025-Report-Leonardo-Mangani:-%22Enhancing-SymPy%E2%80%99s-Control-Module:-Symbolic-Stability-and-Discrete%E2%80%90Time-Systems%22
13, SubOrganization: Aeon Project #3: Forecasting – Deep Learning for Forecasting ,"Time series forecasting is paramount in many domains, including finance, healthcare, energy, and climate science. This project suggests incorporating...", balgopal ," Mentor  Matthew Middlehurst, Tony Bagnall, Ali Ismail-Fawaz ", Organization  NumFOCUS ,/archive/2025/projects/arjEn266,https://gist.github.com/lucifer4073/9c47bec3fe4f180c0fec5afce5f74bde
