Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, VLC Qt interface redesign ,The VideoLAN organisation has transformed the digital audio and media space since its inception over 10 years ago. The ease of use of its forerunning..., Adam Leung , Mentor  Pierre Lamot , Organization  VideoLAN ,/archive/2021/projects/5748007382810624,https://medium.com/@aleung27/google-summer-of-code-2021-vlc-an-i-cone-ic-experience-f3d21222159b
2, GSOC Stan Proposal - Bayesian Computation Benchmark ,"Under guidance from the mentors, the student will develop a suite of models for benchmarking Bayesian computation. That involves gathering...", Khanh-Tung Nguyen-Ba ," Mentor  Måns Magnusson, Mike Lawrence ", Organization  NumFOCUS ,/archive/2021/projects/5748407083204608,https://github.com/kn27/posteriordb
3, New General Navigation Menu and UX improvements ,The main aim of the project is development of a new navigation menu that will aid users in navigating through the website with more ease...., Nitesh Sinha ," Mentor  Pnia, Ajay Tripathi (atb00ker), NST, Konrad Kreitmair, Federico Capoano ", Organization  OpenWISP ,/archive/2021/projects/5748840874901504,https://medium.com/@niteshsinha1707/new-navigation-menu-and-ui-ux-improvements-project-report-a94c37514b7d
4, Extending DRAKVUF by an I/O-emulation module in order to camouflage its sandbox nature ,"To be a reliable black-box malware analysis system DRAKVUF has to mitigate the observer effect, which can be accomplished by defeating...", Jan Gruber ," Mentor  M. Leszczyński (CERT.PL), A. Kliś (CERT.PL) ", Organization  The Honeynet Project ,/archive/2021/projects/5750586108018688,https://cert.pl/en/posts/2021/08/hid-simulation-for-drakvuf/
5, Result Reporter Tool for Bears ,Result reporter tool to convert linter/bear results into multiple formats., Shreya Agarwal ," Mentor  Bhushan Khanale, sureshk ", Organization  coala ,/archive/2021/projects/5750814211047424,https://gist.github.com/shreyarwal/87501f449a40d9ed2e0c85ed7fd051c3
6, Improving TARDIS Simulation Logging Framework ,TARDIS logs the simulation data generated using montecarlo_logger.py module. But it could be further improved by having user-specific capabilities as..., Dhruv Sondhi ," Mentor  John O'Brien, Wolfgang Kerzendorf, Andrew Fullard ", Organization  TARDIS SN ,/archive/2021/projects/5752124545171456,https://github.com/DhruvSondhi/GSOC-21-TARDIS-Simulation-Logging
7, Adding a return channel to Icecast server ,Icecast Server is used as a streaming server to broadcast to various listeners. A return channel allows for possibility of receiving feedback from..., Vishal Mishra , Mentor  Monty Montgomery , Organization  Xiph.Org Foundation ,/archive/2021/projects/5752195781230592,https://gist.github.com/vcode11/e9ee716fec20329e680aa01bd6a3c09d
8, End-to-End Deep Learning Reconstruction for CMS Experiment ,One of the important aspects of searches for new physics at the Large Hadron Collider (LHC) involves the identification and reconstruction of single..., Purva Chaudhari ," Mentor  bjornburkle, Emanuele Usai, Davide Di Croce, Nikolas Pervan, Sergei Gleyzer ", Organization  Machine Learning for Science (ML4SCI) Umbrella Organization ,/archive/2021/projects/5752881768038400,https://medium.com/@purva.chaudhari02/google-summer-of-code-2021-5cf8ef45d2d2
9, Cross platform GUI for CCExtractor ,CCExtractor is the de-factor open source standard for closed captions / subtitles extraction from any media file. It is a tool that analyzes video..., Jayesh Nirve , Mentor  Carlos Fernandez Sanz , Organization  CCExtractor Development ,/archive/2021/projects/5752961694695424,https://github.com/CCExtractor/ccextractorfluttergui
10, Reactome Pathway Embeddings ,"In the last several years, deep learning became widely used in various different fields, ranging from object detection and face recognition to speech...", Lovro Vrcek ," Mentor  Nasim Sanati, Solomon Shorser ", Organization  Open Genome Informatics ,/archive/2021/projects/5753303614357504,https://github.com/reactome/reactome_gnn
11, Functional Enhancements To Fineract CN Mobile Application ,"The Fineract-cn-mobile application is the Android client of Apache Fineract CN, built on top of the FIneract CN Platform. It provides banking...", Varun Jain ," Mentor  Chinmay Kulkarni, Ahmad Jawid Muhammadi ", Organization  The Apache Software Foundation ,/archive/2021/projects/5754030134919168,https://gist.github.com/varsvat/be08d5234770b1c22d809177564a6276
12, Implement support for ScalaPy in Scala 3 ,"The name Scala comes from the word scalable, and true to that name, the Scala language is used to power busy websites and analyze huge data sets....", Mykola Medynskyi ," Mentor  Anatolii Kmetiuk, Shadaj Laddad ", Organization  Scala Center ,/archive/2021/projects/5754233541885952,https://gist.github.com/jlareck/7268918d28b0c6a0efebeafa11011e3c
13, Gitmate for coala ,"Gitmate, a git workflow management bot created by coala, hasn't been actively maintained in the last 3 years. My project aims to update it and bring...", Sanchit (pilgrim2308) ," Mentor  Vaibhav Singh, sureshk, KVGarg ", Organization  coala ,/archive/2021/projects/5755105789345792,https://projects.coala.io/GSoC/2021/StatusReport/pilgrim2308.html
14, Bringing the context to the translators by a magic gate . ,"make a User Interface that presents some context of the word in form of a dialog or a video that includes the word or the whole sentence ,that will...", sary nasser ," Mentor  cloph, Olivier Hallot ", Organization  LibreOffice ,/archive/2021/projects/5755999545196544,https://docs.google.com/document/d/e/2PACX-1vS-RliG5cHdmyu16X6zk6ir0B7Qe1kvmxkDPYYg5r3L-lUTxfUwMU8j2R2YmaB0WJ_uUL25fQf_nawY/pub
15, Catrobat iOS Team proposal for Ticket: Support for Catrobat Language version 0.994 - 0.99992 ,"Fabio Gandolfi
gsoc username: zwerg4
email: fab.gan@hotmail.de
github: zwerg4
My name is Fabio Gandolfi, I am a 24 years old computer science student...", zwerg4 ," Mentor  GatCode, Philipp Wallisch, Michael Herold ", Organization  International Catrobat Association ,/archive/2021/projects/5386499616407552,https://github.com/zwerg4/Catty/blob/gsoc-submission/Submission.md
16, Integrate custom derivatives of Numerical Computing routines like BLAS and Eigen into Enzyme ,Enzyme performs automatic differentiation (in the calculus sense) of LLVM programs. This enables users to use Enzyme to perform various algorithms..., Pratyush Das ," Mentor  William Moses, Vassil Vassilev, Johannes Doerfert ", Organization  The LLVM Compiler Infrastructure ,/archive/2021/projects/5386593837252608,https://gist.github.com/reikdas/ee0f2f3244afc8a6efba659232722b92
17, Fast and Precise License Matching Library ,"Detecting the contents of license documents is a major task for software that automatically analyzes software metadata, such as package managers. OSS...", mikit ," Mentor  Anshul Dutt Sharma, Gary O'Neall ", Organization  SPDX ,/archive/2021/projects/5387245866975232,https://github.com/m1kit/yalm-python/wiki/gsoc-final-report
