Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Obstacle Avoidance for Autonomous Driving in CARLA Using Segmentation Deep Learning Models ,Behavior Metrics is an open-sourced autonomous driving network comparison tool that allows the user to load and test their autonomous driving models..., Meiqi Zhao ," Mentor  Sergio Paniego Blanco, Nikhil Paliwal ", Organization  JdeRobot ,/archive/2023/projects/n26Ayew7,https://theroboticsclub.github.io/gsoc2023-Meiqi_Zhao/blog/2023/week18/
2, Improve the Raspberry Pi 4 BSP ,"The existing support for Raspberry Pi SBCs in RTEMS is operational, but it lacks essential functionalities such as graphics support, USB, SD card,...", UtkarshVerma ," Mentor  Alan Cudmore, Kinsey ", Organization  RTEMS Project ,/archive/2023/projects/cGuptOmZ,https://bitbanged.com/posts/gsoc/final-update/
3, Embedded Chat 2023 ,"A Rocket.Chat channel could be embedded into some existing web applications via the Embedded Chat component. Currently, the available integration...", abhinavkrin , Mentor  Sidharth Mohanty , Organization  rocket.chat ,/archive/2023/projects/sUXGt89N,https://github.com/abhinavkrin/GSoC-RocketChat-2023
4, Music Blocks v4 Project Builder Integration ,"The new Project Builder Framework for Music Blocks v4 will revolutionize the way children and beginners learn programming. To implement this project,...", Abhinav Jha ," Mentor  Walter Bender, Anindya Kundu ", Organization  Sugar Labs ,/archive/2023/projects/enTZ8jSS,https://gist.github.com/ABHINAV-JHA-27/b8134cb95e9304ee1bc38dde666432b0
5, Mobile App: Improved Member Management and News Feed ,"Implement member management and implementation of the news feed to include different types of posts that can be used for Photo-intensive, and...", Ayush0Chaudhary ," Mentor  Md Noman Khan, CyberWake, Aditya Birangal ", Organization  The Palisadoes Foundation ,/archive/2023/projects/JbDD1yPa,https://gist.github.com/Ayush0Chaudhary/bf6d3cc956ff3a403277ac9018619c72
6, Replicating Auditory Steady-State Response (ASSR) in an auditory cortex model. Project idea 9.1 ,"ASSR refers to the cortical entrainment to frequency and phase of an auditory signal that is presented in a fixed “train of clicks”, in a gamma range...", Irene Bernardi ," Mentor  valery_bragin, James Chen ", Organization  INCF ,/archive/2023/projects/BYIomgGz,https://docs.google.com/document/d/1o1imsAHI2j4T9fcsCCfGbf7yZ4O572XQ73O3MPHVu1w/edit
7, fMRI Support to InVesalius ,Currently InVesalius does not support simultaneous visualization of structural MRI and fMRI volumes. This is however of large interest to visualize..., Michael Chan ," Mentor  Thiago F Moraes, Paulo Henrique Junqueira Amorim, Renan Matsuda, Victor Souza ", Organization  Invesalius ,/archive/2023/projects/QeC87EKQ,https://github.com/miki998/invesalius3/tree/fmri_supp
8, Support exponential sampling from the space of steady states of a metabolic network ,"My proposal is to extend the Python package dingo with two Markov Chain Monte Carlo sampling methods, which will enable exponential sampling from the...", Guillermo Martin ," Mentor  Elias Tsigaridas, Apostolos Chalkis ", Organization  GeomScale ,/archive/2023/projects/FHAnvNUp,https://github.com/GeomScale/dingo/commit/a1724b07217248d51e4b3e799a82c039b667c91e
9, Unlocking the Full Potential of Scala Web Development with Scala 3 ,"This proposal aims to integrate Scala 3 support into the Scala Webapp Template, providing a more accessible, reliable, and powerful solution for...", Akseli , Mentor  Alexis Hernandez , Organization  Scala Center ,/archive/2023/projects/mwBk3FnW,https://github.com/wiringbits/scala-webapp-template/commits?author=akseliristola
10, 3.1 D-GNNs: developing DevoGraph for computational developmental biology - Himanshu ,This project is about using Graph Neural Networks(GNNs) as a method to discover underlying connectivity to characterize a growing network that..., Himanshu Chougule ," Mentor  Jesse Parent, Bradly Alicea, Jiahang Li, Mayukh Deb ", Organization  INCF ,/archive/2023/projects/dE4pNOI1,https://gist.github.com/himanshu-02/a0b49ea7a2fe9a81f0ef84974a0be346
11, OpenG2P  - Digital Identity Proof of Concept with MOSIP ,"The aim of this project is to enhance the online banking experience by providing a secure and smooth integration between Mifos, a financial account...", Meghna Bajoria ," Mentor  jeremy engelbrecht, Param Mirani ", Organization  The Mifos Initiative ,/archive/2023/projects/PrBZtvtd,https://gist.github.com/meghnabajoria/fd1ead0534ab8b470950fa85d3c6965c
12, FaaS TypeScript Reimplementation ,This project offers a reimplementation of MetaCall FaaS but with a simpler and less performant implementation. The objective of this FaaS..., Raj Aryan ," Mentor  Jose, TRGWII ", Organization  MetaCall ,/archive/2023/projects/8pfFYrnv,https://github.com/Creatoon/gsoc-2023/blob/main/submissions/creatoon.md
13, Update RocksDB to the latest upstream version ,RocksDB is an embeddable persistent key-value store for fast storage. MariaDB has integrated this engine into the database since version 10.2.5...., Junqi Xie , Mentor  LinuxJedi , Organization  MariaDB ,/archive/2023/projects/slotQabK,https://jira.mariadb.org/browse/MDEV-30610
14, Wayback Machine - Turn All References Blue (TARB) ,"Have you ever encountered a frustrating error when browsing a webpage, or perhaps landed on a page expecting to find information about the first...", Pranjal20 , Mentor  Dr. Sawood Alam , Organization  Internet Archive ,/archive/2023/projects/2g9hvKN4,https://archive.org/details/tarb-gsoc-2023-soft-404
15, Improving Icon-O-Matic ,"This project aims to improve Icon-O-Matic by refactoring the code, adding new features, and fixing bugs. Features that will be added include...", Zardshard ," Mentor  PulkoMandy, Humdinger ", Organization  Haiku ,/archive/2023/projects/MP7NTIOV,https://www.haiku-os.org/blog/zardshard/2023-08-18_gsoc_2023_improving_icon-o-matic_final_report/
