Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Bilingual Dictionary Discovery via Graph Exploration ,"A crucial step in developing a language pair is writing its bilingual dictionary, which maps a lemma X in language A to a lemma Y in language B if X...", Shashwat Goel ," Mentor  Mikel Forcada, Jorge Gracia ", Organization  Apertium ,/archive/2020/projects/6579391720587264,https://github.com/shash42/ApertiumBidixGen
2, Arduino to MicroPython Transcompiler ,"The Arduino ecosystem has 2700+ libraries written in the ‘Arduino dialect’ of C++. For Micropython to become popular on Arduino it is required that:
...", Ashutosh Pandey , Mentor  alranel , Organization  Arduino ,/archive/2020/projects/6579687536459776,https://github.com/AshutoshPandey123456/micropy-convert
3, A DLT-based Trust Framework for IoT Ecosystems ,This proposal will present a scalable attributed based access control mechanism based on the Hyperledger Fabric platform. The ABAC model is a new..., Pasindu Kuruppuarachchi ," Mentor  Tharindu Ranathunga, Raveen Perera ", Organization  SCoRe Lab ,/archive/2020/projects/6580840198307840,https://github.com/scorelab/GSoC/blob/master/GSoC-2020/Pasindu-Kuruppuarachch-A-DLT-based-Trust-Framework-for-IoT-Ecosystems.md
4, Multiple Home Packages for GHC ,Haskell tooling has improved considerably over the last year. Haskell IDE Engine was able to build a user-base that is happy with the feature set...., fendor ," Mentor  Zubin Duggal, John Ericson, Matthew Pickering ", Organization  Haskell.org ,/archive/2020/projects/6581025452326912,https://gist.github.com/fendor/5b26d36538787c8c2ed8c6eb6e68541f
5, CMake Build System ,"Synfig Studio is an animation system designed to speed up the animation process. Currently, building it requires autotools. Apart from that, there is...", ayesdie ," Mentor  ice0, Ankit Kumar Dwivedi ", Organization  Synfig ,/archive/2020/projects/6582102918692864,https://forums.synfig.org/t/11331
6, Additions - Tight integration of extensions! ,The idea of additions is to better integrate extensions. On various places it should be possible to get more content from external storage. It is an..., Yusuf Keten ," Mentor  Heiko Tietze, Muhammet Kara ", Organization  LibreOffice ,/archive/2020/projects/6582763672567808,https://yusufketen.com/post/2020-08-31-libreoffice-gsoc-final-report
7, New Graphical User Interface ,A new graphical user interface for the Security Knowledge Framework web application with Angular 8 and Bootstrap., Akash M ," Mentor  Riccardo ten Cate, Glenn ten Cate ", Organization  OWASP Foundation ,/archive/2020/projects/6584030151049216,https://medium.com/@akashm398/a-journey-into-gsoc-2020-part-4-the-end-bdaed3cef861
8, Add and enhance inverse kinematics (IK) in Godot ,"Project Abstract
This project would bring a number of new Inverse Kinematics (IK) solvers and improvements to the Godot Game Engine, affecting both...", Noah Beard , Mentor  JFons , Organization  Godot Engine ,/archive/2020/projects/6588671165202432,https://gist.github.com/TwistedTwigleg/3e4a8dabc6d5f64ba7ed49eb43de5ce9
9, Making Fineract More Robust ,The project aims to make Fineract more robust by fixing Issues/feature Requests in Backlog. The major part of this project include work on making..., Manthan Raju Surkar ," Mentor  awasum, Michael Vorburger ", Organization  The Apache Software Foundation ,/archive/2020/projects/6593169975672832,https://gist.github.com/thesmallstar/265d4f75a3a91bedb6acbf54b3e67cf9
10, Implementation of Gilbert-Johnson-Keerthi Algorithm for Convex Shapes in VecGeom ,The goal of this project is to implement the Gilbert-Johnson-Keerthi algorithm on convex objects in VecGeom along with a ray casting algorithm that..., Andrei Mihailescu ," Mentor  Guilherme Amadio, Andrei-George Gheata ", Organization  CERN-HSF ,/archive/2020/projects/6594413402259456,https://docs.google.com/document/d/1gSLThWUqDj5DUfIdCHBZZsam7a3EKSfqQD2jEQ2P73U/edit?usp=sharing
11, Efficient acceptable social behaviour using machine learning techniques ,"Aim of this project is to introduce machine learning methods to learn about the surroundings for a robot’s navigation, we want to develop an agent...", Rishabh Baghel ," Mentor  Daniel Rodriguez Criado, Pilar Bachiller, Ronit Jorvekar ", Organization  RoboComp ,/archive/2020/projects/6595025401544704,https://github.com/notabee/GSoC20-Report/blob/master/Report.md
12, Enhancements of non-GPS navigation and object avoidance with Realsense cameras ,Navigation in non-GPS environments while avoiding obstacles plays a critical role and is a highly desired feature for any autonomous robot. VIO..., Thien Nguyen ," Mentor  Patrick Poirier, Jaime Machuca ", Organization  ArduPilot ,/archive/2020/projects/6597041922244608,https://discuss.ardupilot.org/t/gsoc-2020-enhancements-of-non-gps-navigation-and-object-avoidance-with-realsense-cameras/55984
13, Template Manager and Package Handling Improvements ,Designing a better mechanism for handling template installation and creating a user-facing application to deal with such mechanism and other..., William Huang , Mentor  Marmarek , Organization  Qubes OS ,/archive/2020/projects/6597432227397632,https://blog.nerde.pw/2020/08/28/gsoc-qubes-template-manager.html
14, Sugarizer Knowledge Activity Pack ,"I will be creating two activities for Sugarizer (in Vue.js) requested by teachers from Sugarizer deployment in Saint-Ouen:
Curriculum
The Curriculum...", Dhruv Misra ," Mentor  Michaël Ohayon, Lionel Laské ", Organization  Sugar Labs ,/archive/2020/projects/6600690866061312,https://github.com/dhruvmisra/GSoC-2020-SugarLabs-Report
15, Ignition Gazebo Optical Tactile Sensor Plugin ,Tactile sensors allow you to sense physical interactions with the environment. This GSoC project aimed to implement the first step in the simulation..., Martiño Crespo Álvarez ," Mentor  Carlos Aguero, Mabel Zhang ", Organization  Open Source Robotics Foundation ,/archive/2020/projects/6601986100690944,https://gist.github.com/mcres/f151afae2e26f1aeefbb2ee911485b35
16, DevOps for GenPipes ,DevOps for GenPipes would create an automatic deployment of the GenPipes project in the cloud using Terraform. It would support multiple cloud..., Mohd Arshul Mansoori ," Mentor  P-O, Edouard Henrion ", Organization  Canadian Centre for Computational Genomics ,/archive/2020/projects/6602025191604224,https://gist.github.com/arshul/2ec6271f2f80a67db08fdb5de3d18e27
17, Beagle BSP: Add a flattened device tree based initialization ,This project aims to improve the Beaglebone Board Support Package (BSP) in RTEMS by adding a Flattened Device Tree (FDT) based driver initialization...., Niteesh Babu G. S. ," Mentor  Christian Mauderer, Amaan Cheval, Vijay Kumar Banerjee ", Organization  RTEMS Project ,/archive/2020/projects/6604577845018624,https://gs-niteesh.github.io/finalreport/
18, JSON Schema Repository and Browser ,JSON Schema is a vocabulary to specify the structure of a JSON document. JSON Schema is widely used and well supported and sees a growing use for..., Hashan Perera ," Mentor  Dipayan Gupta, Mélanie Courtot, Isuru Liyanage ", Organization  Global Alliance for Genomics and Health ,/archive/2020/projects/6609598628233216,https://gist.github.com/Hashan-Rashmi-Perera/99f6983bcfb11e7990abbdd484796854
19, Introducing Job control to the storage driver ,"Currently, libvirt support job cancellation and progress reporting on domains. That is, if there's a long running job on a domain, e.g. migration,...", Prathamesh Chavan ," Mentor  Erik Skultety, Martin Kletzander, Michal Prívozník ", Organization  libvirt ,/archive/2020/projects/6612599065542656,https://drive.google.com/drive/folders/19KMJhUUp1WdXGl7slk9hLqXSwK8aG4di
20, Build a UI to Deploy Managed Tensorboard Instances with Support for PVCs ,Many Data Scientists have their data saved in a PersistentVolumeClaim accessed by their Notebooks. So it would be helpful and greatly improve..., Kostas Andriopoulos ," Mentor  elikatsis, Kimonas Sotirchos ", Organization  Kubeflow ,/archive/2020/projects/6613367730470912,https://github.com/kubeflow/kubeflow/blob/master/components/crud-web-apps/tensorboards/README.md
21, Basic Subtitling Support in Kdenlive ,"Videos in Kdenlive are edited by applying filters or effects, however, the application is largely limited in its ability to customize and edit...", Sashmita Raghav ," Mentor  Akhil K Gangadharan, Farid Abdelnour, Jean-Baptiste Mardelle ", Organization  KDE Community ,/archive/2020/projects/6615488269910016,https://community.kde.org/GSoC/2020/StatusReports/SashmitaRaghav
22," Understanding Messages to Underrepresented Racial, Ethnic, Gender, and Sexual Groups on Social Media by Democratic Politicians and their  Electoral Implications ","Social media has continued to proliferate, not only as a space for self-expression, but also for greater communication between politicians and...", Henry Smith ," Mentor  Mark Turner, Sumit Vohra, Jungseock Joo, Francis Steen ", Organization  Red Hen Lab ,/archive/2020/projects/6618292313128960,https://github.com/smithhenryd/GSoC_2020_UnderrepresentedMessagesAndDemocrats-/tree/master/project_submission
23, Injecting Purr Data Directly into the Web ,"This project aims to make Purr Data run in a web browser by adding a WebAssembly target and HTML5 GUI framework.
Purr Data a.k.a. Pd-l2ork 2 is an...", cuinjune ," Mentor  Jonathan Wilkes, Matt Barber ", Organization  Purr Data ,/archive/2020/projects/6619608217288704,https://github.com/cuinjune/purr-data
24, Improving and Extending Services Kit ,"Services Kit is the backbone of many Internet-based applications on Haiku such as Weather, HaikuDepot, WebPositive and more... This makes the kit one...", leorize ," Mentor  waddlesplash, return0e ", Organization  Haiku ,/archive/2020/projects/6628309284159488,https://gist.github.com/alaviss/8bdfcc59d3d723f60d6f95cb8dfddc82
