Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, KnowRob visualization in RobCoG ,The RobCoG project is presenting a new perspective on how robots are supposed to learn everyday tasks. Learning from humans essentially playing a..., Björn Veit , Mentor  Andrei Haidu , Organization  Institute for Artificial Intelligence ,/archive/2018/projects/6265857122500608,https://gist.github.com/bjoernveit/5de7c31375e50762c0000d565a763d78
2, Further Development for Cycles' Volume Rendering ,"Traditionally, solid objects are represented as meshes: a set of vertices, edges, and faces. This interpretation of real-life objects into 3D space...", Geraldine Chua , Mentor  Lukas Stockner , Organization  Blender Foundation ,/archive/2018/projects/6266351580610560,https://wiki.blender.org/wiki/User:Gskchua/GSoC2018/Final_Report
3, OWASP Juice Shop : Challenge Pack 2018 ,This project will involve designing and implementing new vulnerable features and challenges around them which will successfully show how..., Shoeb Patel ," Mentor  Jannik Hollenbach, Timo Pagel ", Organization  OWASP Foundation ,/archive/2018/projects/6267528737193984,https://blog.shoebpatel.me/2018/08/05/OWASP-Juice-Shop-Challenge-Pack-2018-GSoC-project-report/
4, Improve the Kiwix Android app’s CI setup and increase the code coverage ,"This project aims to improve the existing test infrastructure (as well as write new tests), and  refactoring parts of the code to improve...", Siddharth Sharma ," Mentor  Isaac Hutt, Rashiq ", Organization  Kiwix ,/archive/2018/projects/6269021842309120,https://gist.github.com/siddharth2010/d9e3154902c18f2d401cd82518ed7dc1
5, EtherBeat - Optimize block extracting mechanism in EtherBeat ,Ethereum is an opensource and public blockchain based distributed platform. Main feature of it which differs from other platforms is “Smart Contract”..., Umesh Jayasinghe ," Mentor  Keshan Sodimana, Tharidu Fernando, Dulini Atapattu ", Organization  Sustainable Computing Research Group (SCoRe) ,/archive/2018/projects/6270271744901120,https://github.com/scorelab/GSoC/blob/master/GSoC-2018/Umesh_Jayasinghe-EtherBeat.md
6, Fast Extremal Eigenvalue Iterative Solver with Preconditioners ,"In this project, I will implement the locally optimal block preconditioned conjugate gradient (LOBPCG) algorithm for finding extremal generalized...", Mohamed Mohamed ," Mentor  Mike Innes, Harmen Stoppels, Christopher Rackauckas, Alan Edelman ", Organization  NumFOCUS ,/archive/2018/projects/6272345610125312,https://mohamed82008.github.io/ScienceLounge/text/2018/08/12/Final-GSoC-report/
7, Support for Multiple Public Libraries in a .cabal package ,"Large scale haskell projects tend to have a problem with lockstep distribution of packages (especially backpack projects, being extremely granular)....", Francesco Gazzetta @fgaz ," Mentor  Mikhail Glushenkov, Edward Yang ", Organization  Haskell.org ,/archive/2018/projects/6273044817379328,https://github.com/fgaz/gsoc/blob/master/2018/final-report.md
8, Zulip Electron ,"In this project, I will focus on the desktop(electron) project of Zulip. The major aim would be to fix up most of the high priority issues, polishing...", Abhigyan Khaund , Mentor  Akash Nimare , Organization  Zulip ,/archive/2018/projects/6274262172172288,https://gist.github.com/abhigyank/decf6160ab574631375a9b00e6f4b6a8
9, Adding and Improving Functionalities in Autowebcompat ,Basic functionalities which will lead to the completion of the project will be added in this proposal. Adding desktop browsers with options of..., Sagar Gupta , Mentor  Marco Castelluccio , Organization  Mozilla ,/archive/2018/projects/6274816424280064,https://medium.com/@sagarvijaygupta/gsoc18-mozilla-autowebcompat-176d4e7ada19
10, CONCURRENT ON-THE-FLY SCC-BASED LTL MODEL CHECKING ,Project aims at implementation and proof of concurrent on-the-fly SCC detection algorithm to aid in liveness checking of TLC model checker. The goal..., Parv Mor ," Mentor  Markus Kuppe, tla+guru ", Organization  TLA+ ,/archive/2018/projects/6275225452806144,https://github.com/parvmor/googlesummerofcode18
11, Fast Sparse Linear Models for Big Data with SAGA ,"There are many alternatives for L1-regularized generalized linear models in R, but none that utilizes the efficient SAGA algorithm despite its...", Johan Larsson ," Mentor  Michael Weylandt, Toby Hocking ", Organization  R project for statistical computing ,/archive/2018/projects/6276491595743232,https://github.com/jolars/sgdnet/wiki/GSoC-2018
12, GSoC'18 Proposal - OpenMRS Android Client ,Mobile technologies have invaded the world within a short period of time and now almost everything we need is in a matter of few touches away.As..., Chathuranga Muthukuda ," Mentor  Shivang Nagaria, Avijit Ghosh ", Organization  OpenMRS ,/archive/2018/projects/6278148580704256,http://easyprogramminglk.blogspot.com/2018/08/final-report-of-openmrs-android-client.html
13, Backend Website Student Project ,BioJS is a library of over two hundred JavaScript components enabling developers to visualize and process data using current web technologies. The..., MEGH THAKKAR ," Mentor  YoYehudi, Dennis Schwartz, Rowland Mosbergen ", Organization  Open Bioinformatics Foundation ,/archive/2018/projects/6278298501906432,https://megh-thakkar.github.io/2018-08-12-GSoC-Final-Report/
14, Implementing python package and new features for EvalAI ,This project will involve implementation of a python-package for enabling CLI submissions and participation in the first phase. The second phase will..., Dhruv Batheja ," Mentor  Akash Jain, Shivani Prakash Gupta, rishabhjain, Shiv Baran Singh, Deshraj ", Organization  CloudCV ,/archive/2018/projects/6279229570285568,https://medium.com/@dhruvbatheja/gsoc-2018-with-cloudcvs-evalai-c02bdb49aba6
15, Pitivi: Scaled Proxies ,The ability to use low resolution proxies during editing would allow more people to work on wider range of media without requiring access to an..., Yatin Maan , Mentor  Thibault Saunier , Organization  GNOME ,/archive/2018/projects/6279909785731072,https://yatinmaan.github.io/2018/08/14/GSoC-18-Final-Report/
16, Implementing a Hair Shader for Cycles ,"Realistic hair or fur is essential when creating a plausible virtual world. In feature animation, this is often used to define the signature look of...", L. E. Segovia (amyspark) , Mentor  Brecht Van Lommel , Organization  Blender Foundation ,/archive/2018/projects/6280192850919424,https://developer.blender.org/T54796#525053
17, Find Enhancements ,"Searching, finding and replacing text in files is a very common task when working with text editors. Currently, xi-editor only supports a very basic...", scholtzan , Mentor  Raph Levien , Organization  Xi Editor Project ,/archive/2018/projects/6281106336776192,https://gist.github.com/scholtzan/7668dc065cb02ee45c05447915a05a47
18, Improvements for JuliaNLSolvers ,"Improvements for JuliaNLSolvers could be made in three parts: documentation, benchmarks and functionality.
Currently, LsqFit.jl, and NLsolve.jl only...", Jiawei Li ," Mentor  Mike Innes, Christopher Rackauckas, Patrick Kofod Mogensen ", Organization  NumFOCUS ,/archive/2018/projects/6282442742693888,https://github.com/iewaij/GSoC-2018
19, Faster Matrix Algebra for ATLAS ,Eigen is a C++ template library for linear algebra that aims for high performance in combination of high reliablity and good compiler support. A lot..., David Tellenbach ," Mentor  Stewart Martin-Haugh, demeliyanov@gmail.com ", Organization  CERN-HSF ,/archive/2018/projects/6284595058180096,https://gist.github.com/tellenbach/0b9723d9e740d280963503160777803b
20, Trusted Execution Environment Based Dynamic Analysis on ARM ,The purpose of this project is to constructure a monitor (like eBPF in the latest version linux kernel) in the “secure world” which can collect..., Harikrishnan R ," Mentor  Peng, Yue ", Organization  The Honeynet Project ,/archive/2018/projects/6284668475277312,https://bitbucket.org/i11ustris/tee-monitor-code/
