Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Full-screen composer option to send/edit long messages on mobile apps ,"A full-screen composer that could be opened from the current composer to provide a larger area for text input or edition, good to send or edit large...", Ezequiel Reis ," Mentor  Ramkumar KB, Rowan, Diego Mello, Djorkaeff Alexandre ", Organization  Rocket.Chat ,/archive/2020/projects/6530240551059456,https://medium.com/@ezequiel1de1oliveira/gsoc-2020-rocket-chat-reactnative-full-screen-composer-7e1df466b773
2, Conversion of Mifos Mobile to Kotlin ,Mifos Mobile is an Android Application built on top of the MifosX Self-Service platform for end-user customers to view/transact on the accounts and..., Ashwin Ramakrishnan ," Mentor  Rajan Maurya, Saksham Handu ", Organization  The Mifos Initiative ,/archive/2020/projects/6538482861735936,https://gist.github.com/ashwinkey04/7bea77a5b5880023234b04dd68214c66
3, Implementation of Graphical User Interface for Ganga ,The idea of this project is to create an additional interface for users to interact with Ganga. The new responsive Graphical User Interface (GUI)..., Varun Bankar ," Mentor  Ulrik Egede, Alexander Richards ", Organization  CERN-HSF ,/archive/2020/projects/6539053387743232,https://gist.github.com/varunbankar/1d292808cd5de204602e68c5888145be
4, CodeLabz ,CodeLabz is a platform where the users can engage with online tutorials and the organizations can create tutorials for the users. The platform will..., Nipuna Weerasekara ," Mentor  Dinith Minura, Wathsara Daluwatta ", Organization  SCoRe Lab ,/archive/2020/projects/6543684704665600,https://github.com/scorelab/GSoC/blob/master/GSoC-2020/Nipuna-Weerasekara-CodeLabz.md
5, INTERMEDIATE exchange for IKEv2 ,"Libreswan implements IPsec protocol, which uses IKEv2 for authentication and key establishment. IKEv2 uses the classical Diffie-Hellman key exchange...", Yulia Kuzovkova ," Mentor  Paul Wouters, Sahana Prasad ", Organization  The Libreswan Project ,/archive/2020/projects/6543765369520128,https://libreswan.org/wiki/Intermediate_Exchange
6, Input Preferences ,"In this project I will work on the below-mentioned things:
For powerful user and gammers
*Add a facility where the user can configure a 6 button...", Preetpal Kaur ," Mentor  Rajagopalan G, Scott McCreary ", Organization  Haiku ,/archive/2020/projects/6546769028055040,https://gist.github.com/Preetpalkaur3701/314b7c50bf286131466bc56e8323520d
7, Raster awareness in PySAL ,PySAL was designed with the focus of performing vector-based spatial analysis and therefore it didn't have tools to handle input-output of large..., Mragank Shekhar ," Mentor  Stefanie Lumnitz, Dani Arribas-Bel, Levi John Wolf ", Organization  NumFOCUS ,/archive/2020/projects/6547799585325056,https://gist.github.com/MgeeeeK/15426217eb5f368ca0ff12f66c2b5823
8, GitHub Checks API for Jenkins Plugins ,The GitHub Checks API allows developers to report the CI integrations’ detail information rather than binary pass/fail build status on GitHub pages...., Kezhi Xiong ," Mentor  Tim Jacomb, Ulli Hafner ", Organization  Jenkins project ,/archive/2020/projects/6547923568951296,https://www.jenkins.io/projects/gsoc/2020/projects/github-checks/
9, CernVM-FS: Podman cvmfs integration ,It has been shown that only a small portion of all the files in a container image is necessary to run the image itself. This is even more accentuated..., Mohit Tyagi ," Mentor  Simone Mosciatti, Giuseppe  Scrivano ", Organization  CERN-HSF ,/archive/2020/projects/6547926152642560,https://github.com/Mohitty/GSoC2020-Report
10, Addition of Rainbow and Soft Actor-Critic to RL codebase ,"After comparing various algorithms and brainstorming about their methods of implementation, I came up with the Rainbow Hessel et al., 2017 and Soft...", Nishant Kumar ," Mentor  Rahul Prabhu, Marcus Edel ", Organization  mlpack ,/archive/2020/projects/6549718496182272,https://nishantkr18.github.io/GSoC-2020-mlpack/
11, Cartesian motion planning with constraints in MoveIt ,"Many industrial robot applications specify a Cartesian end-effector path, that could be under-constrained. The MoveIt’s RobotState function,...", Jeroen De Maeyer ," Mentor  Omid Heidari, Mark Moll, felixvd ", Organization  MoveIt ,/archive/2020/projects/6551293910319104,https://gist.github.com/JeroenDM/426e3a7e083049295bbcb660c9a98e63
12, Implement a REPL interpreter for PRU ,"Programming the PRU is a uphill task for a beginner, since it involves several steps, writing the firmware for the PRU, writing a loader program....", Vedant Paranjape ," Mentor  KumarAbhishek, Pratim Ugale, Andrew Henderson ", Organization  BeagleBoard.org ,/archive/2020/projects/6551712266977280,https://github.com/VedantParanjape/simpPRU/wiki
13, Zulip’s Onboarding UX Overhaul ,The project mainly focuses on the overhaul of the on-boarding user experience. It’ll include working on the backend to implement new features to ease..., Tejas Tank ," Mentor  Yash Re, vrongmeal ", Organization  Zulip ,/archive/2020/projects/6558226557960192,https://gist.github.com/majordwarf/6ffdb3a0ef89c14aac2294a6c2f7cd7b
14, Custom Jenkins distribution build service ,The main idea behind the project is to build a customizable Jenkins distribution service that could be used to build tailor-made Jenkins..., Sladyn Nunes ," Mentor  Xiaojie Zhao, Kristin Whetstone, Martin d'Anjou, Parichay ", Organization  Jenkins project ,/archive/2020/projects/6558730914627584,https://www.jenkins.io/projects/gsoc/2020/projects/custom-jenkins-distribution-build-service/
15, Doppler-based Orbit Determination Using Network of Low-Cost Ground Stations ,The problem of near-Earth environment congestion  has become increasingly important due to the growing number of both active and inactive Resident..., Andrey Pak ," Mentor  Kai Wilke, Arya Das, AerospaceResearch.net ", Organization  AerospaceResearch.net ,/archive/2020/projects/6560599258955776,https://aerospaceresearch.net/?page_id=2010
16, Revamp CDLI tablet apps (Apple and Android) ,"CDLI tablet app offers a curated collection of images, text, and metadata of artifacts inscribed with the cuneiform script. Artifacts from the...", Anila Hoxha , Mentor  Martin Monroe , Organization  Cuneiform Digital Library Initiative (CDLI) ,/archive/2020/projects/6564103281180672,https://github.com/anila-a/cdli-tablet-app/wiki/GSoC-2020:-Revamp-CDLI-tablet-apps-(Apple-and-Android)
17, Free parking Visualization Tool ,The project idea is to build a platform for detecting free parking spaces from surveillance video camera footage in public areas. Using integration..., Charanya Chandrasekaran ," Mentor  Marc Gonzalez, Andreu Ibanez, Moisés Martínez Muñoz ", Organization  Liquid Galaxy project ,/archive/2020/projects/6565873076142080,https://github.com/LiquidGalaxyLAB/FPVT
