Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, AeroGear WebPush and UnifiedPush Server integration ,The AeroGear UnifiedPush Server is a powerful and scalable server that allows sending push notifications to different (mobile) platforms. And now..., Idel Pivnitskiy , Mentor  Matthias Wessendorf , Organization  JBoss Community ,/archive/2016/projects/6663863487430656,https://gist.github.com/idelpivnitskiy/71a3373c7625034bbb7be3976e050fe7
2, Android SDK Tools in Debian ,"The Android platform is free software, including the tools used for developing apps for Android. Debian-derivatives are already a preferred platform...", Mouaad Aallam , Mentor  Hans-Christoph Steiner , Organization  Debian Project ,/archive/2016/projects/6664655908896768,https://wiki.debian.org/MouaadAallam/SummerOfCode2016/
3, Notebooks for Weather Data Analytics ,"My primary goal with this project is to build a notebook­ front ends so users can interact with weather data. As an initial goal, I will work with...", Pradyut , Mentor  Suresh Marru , Organization  Apache Software Foundation ,/archive/2016/projects/6665478663569408,https://github.com/apache/airavata-sandbox/tree/master/Interacting_with_Airavata_using_ipython_Notebook
4, Fundamental ML: The usual suspects ,This project aims to improve Shogun’s implementation of the fundamental algorithms which are necessary and form the base of any machine learning..., Saurabh7 ," Mentor  Heiko Strathmann, lambday, wiking ", Organization  Shogun Machine Learning Toolbox ,/archive/2016/projects/6668976109125632,https://gist.github.com/Saurabh7/b492519a6044a840145824011229a64b
5, Developing RV32G Processor Model ,"MPSoCBench developed by the ArchC team currently provides four ISA simulators namely ARM, PowerPC, MIPS and SPARC processor models. The ultimate goal...", Pavani Tripathi ," Mentor  Rafael Auler, srigo ", Organization  ArchC ,/archive/2016/projects/6674291399589888,http://pavanitripathi.blogspot.in/
6, Implementation of theorem prover based on Skeptik's data structures and Conflict Resolution algorithm ,"Skeptik[1] is a tool focused on compression of proofs, but it's also possible to generate proofs using it's infrastructure.
There is a new algorithm...", itegulov ," Mentor  Katya, Bruno Woltzenlogel Paleo ", Organization  AOSSIE - The Australian National University's Open-Source Software Innovation and Education ,/archive/2016/projects/6674954703601664,https://github.com/Paradoxika/Skeptik/pull/123
7, Implement RFC7512 PKCS#11 URI support and system integration ,Part - 1 : It is desirable for applications or libraries that work with PKCS #11  tokens to accept a common identifier that consumers could use to..., varunnaganathan ," Mentor  Bob Relyea, David Woodhoue ", Organization  Mozilla ,/archive/2016/projects/6677041252401152,https://docs.google.com/document/d/1RoM6JcmxU4TQKDeQsYLOkjHRIYqldUeh26a4ac6_yEo/edit?usp=sharing
8, Improve user experience with Table Styles ,The project aims to make Table Styles more user friendly and useful by increasing their support and improving workflow and accessibility. In the..., ubap ," Mentor  jphilipz, Jan Holešovský, Miklos Vajna ", Organization  LibreOffice ,/archive/2016/projects/6679308995133440,https://gist.github.com/ubap/55d22ef9b2e00347a2dc58ca4cb8b0ea
9, Integrate more open-source IP for lowRISC on FPGAs ,To introduce open-source IP for components such as an NASTI slave memory mapped DDRx controller., diadatp , Mentor  Wei Song , Organization  lowRISC ,/archive/2016/projects/6680752104144896,https://github.com/diadatp/nasti-ddrx-mc
10, New Parameter Framework and Plugin Based Architecture for Shogun ,"Shogun is an amazing machine learning toolbox with good set of algorithms available. Since the project is old, the code base is huge and it's old. A...", Sanuj Sharma ," Mentor  lisitsyn, besser82, wiking ", Organization  Shogun Machine Learning Toolbox ,/archive/2016/projects/6685641655975936,https://gist.github.com/sanuj/62f576cdaa80ecaa781f78b4b9298de4
