Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Synchronization Framework ,"CiviCRM already has integration with many email marketing services like MailChimp, Constant Contact, Google Apps. However all of them have different...", AdityaK , Mentor  nganivet , Organization  CiviCRM ,/archive/2016/projects/4975806048632832,https://adikare.github.io/org.civicrm.genericsync/
2, Implement module to process ARC headers ,"With the adoption of stricter email authentication policies to curb spam, intermediate mail handlers like mailing lists suffer potential problems of...", adityadivekar ," Mentor  Barry, yaseppochi ", Organization  GNU Mailman ,/archive/2016/projects/4980126248861696,"http://summerofprotocols.blogspot.in/2016/08/authenticated-received-chain-protocol.html
"
3, Proposal for GSoC 2016 - Andrea Torlaschi ,"I'm Andrea Torlaschi from Italy.
I've a Bachelor's degree and now i'm studying for a master's degree in ""Computer Science and Multimedia"" at the...", runnerway , Mentor  Valodim , Organization  OpenKeychain (OpenPGP for Android) ,/archive/2016/projects/4985441539325952,https://gist.github.com/runnerway/137397da447fb796764bac37b57d835b
4, Optional types for Matz's Ruby Interpreter ,Dynamic languages trade some of the compile-time safety properties of statically typed languages for greater flexibility for a programmer to write..., RB ," Mentor  Tony Arcieri, bai ", Organization  Ruby ,/archive/2016/projects/4986104843337728,https://gist.github.com/robblanco/f644ef41d8c65f15e9ce8271f618521e
5, Cleanup ffcall ,"GNU Libffcall is a collection of four libraries which can be used to build foreign function call interfaces in embedded Interpreters:
Avcall  -...", Prasad_arun , Mentor  Avneet , Organization  GNU Project ,/archive/2016/projects/4990459134869504,https://drive.google.com/drive/folders/0B96joKik42vZUVoyeVBZNzVFZ0U?usp=sharing
6, G-Clouds ,A homogeneous client library implemented in GO language for performing basic cloud computing tasks via heterogeneous APIs provided by different cloud..., Tharindu Munasinghe ," Mentor  Rumesh, Charitha Elvitigala, Raveen Harith Perera ", Organization  Sustainable Computing Research Group ( SCoRe ) ,/archive/2016/projects/4991902243880960,https://github.com/TharinduMunasinge/gocloud/wiki/GSoC-submission
7, JUnit and TestNG Test Runner Plugin for Eclipse Che ,"Eclipse Che provides an open source IDE and a platform for developing Java ,JavaScript, Php projects and cloud IDE extensions. The Che is mainly...", Mirage , Mentor  Florent , Organization  Eclipse Foundation ,/archive/2016/projects/4996791795712000,https://docs.google.com/document/d/1_dcEZuq3jzsYoto_Fq8naT-jE32f343qH_VHS0W-PiQ/edit?usp=sharing
8, A complete photogrammetric OSSIM tool for automatic DSMs generation using multi-view optical and SAR images ,My project proposal concerns the improvement and the implementation of new functionalities for the OSSIM plug-in that I developed in the last two..., martidi ," Mentor  drb, Oscar Kramer ", Organization  OSGeo - The Open Source Geospatial Foundation ,/archive/2016/projects/4999444474888192,https://github.com/martidi/opencv_dsm/tree/imageStack
9, Reworking Django's Indexes ,"This proposal aims to provide more customisability to Django users in operations related to database indexes - their creation, modification. Another...", Akshesh ," Mentor  MarkusH, mjtamlyn ", Organization  Django Software Foundation ,/archive/2016/projects/5000784504684544,https://gist.github.com/akki/f45c7cf5db30c025f49d862d82dd259a
10, Migrating Volunteer Management System to Class based views and Search Engine Implementation ,"Systers’ Volunteer Management System  currently uses function based views. It repeats certain patterns again and again, and is mostly redundant....", Amrutha S ," Mentor  nida, Jiaqi, Prajakta Naik, Tapasweni Pathak, exploreshaifali "," Organization  Systers, an Anita Borg Institute Community ",/archive/2016/projects/5000811885101056,https://docs.google.com/document/d/1ryU5TJ-NKbSj2YWEaqH35AhlFcDnnY1siQF4JC7kgXE/edit?usp=sharing
11, Towards Support for Reverse Engineering of Neural Circuits and Non-Linear Dimensionality Reduction in Fovea and PyDSTool ,Computational models of neural circuitry are increasingly superseding single neuron models for understanding dynamic processes in the brain...., mcneela , Mentor  Robert Clewley , Organization  International Neuroinformatics Coordinating Facility ,/archive/2016/projects/5004625816059904,https://github.com/mcneela/Retina
12, Web-based GDB Frontend ,In this project the goal is to provide a GUI for GDB in the browser so that other developers can use it to easily and intuitively debug projects..., baygeldin , Mentor  jonasfj , Organization  Mozilla ,/archive/2016/projects/5007236082434048,https://gist.github.com/baygeldin/10653d3268e7d2f63e22818b2a3f14d3
13, Support for KLEE in Debile ,"Writing and maintaining software is challenging. Software is complex and keeping it
bug-free remains an unsolved problem. Debian Stretch, the next...", Marko Dimjašević , Mentor  Sylvestre Ledru , Organization  Debian Project ,/archive/2016/projects/5010782383243264,https://dimjasevic.net/marko/2016/08/14/summary-of-my-google-summer-of-code-2016-project/
14, Rperform: performance analysis for R package code ,"Rperform is a tool to help package developers analyze the performance of their R package code. It returns quantitative metrics, relating to memory...", akashtndn ," Mentor  Toby Dylan Hocking, Joshua Ulrich ", Organization  R project for statistical computing ,/archive/2016/projects/5010990420721664,https://techandmortals.wordpress.com/2016/08/23/gsoc-2016-report-rperform-performance-analysis-of-r-package-code/
15, Natural Language Query Interface ,"Today with the advancement in technology, speech recognition applications are becoming more and more useful. Currently vitrivr supports video...", Prateek_Goel , Mentor  Ivan Giangreco , Organization  vitrivr ,/archive/2016/projects/5015310620950528,https://prateek1985.github.io/vitrivr-ui/
16, Move the Bundler API back into RubyGems.org ,My project would re-implement the Bundler API on the Rails app that provides RubyGems.org. Bundler uses bundler-api to download dependency..., Aditya Prakash ," Mentor  dwradcliffe, Arthur Neves ", Organization  Ruby ,/archive/2016/projects/5019846106415104,https://github.com/rubygems/rubygems.org/commits/master?author=sonalkr132
17, Implementing Ticket payment feature for OSEM ,OSEM is an event management app tailored to Free Software Conferences. OSEM already has a feature to sell conference tickets to its attendees. At the..., Rishabh Saxena ," Mentor  Hernan, Artem Chernikov ", Organization  openSUSE ,/archive/2016/projects/5020625911414784,https://rishabhstr.wordpress.com/2016/08/14/gsoc-16-last-week/
18, Idea 1: Javascript/WebGL Component For Interactive Visualization Of Large-Scale Network Graphs. ,"This project will center around the development of additional optimization techniques to enable interactive visualization of very large networks, as...", Znbiz ," Mentor  David Tichy, Tom Helikar ", Organization  Computational Biology @ University of Nebraska-Lincoln ,/archive/2016/projects/5025643506958336,https://znbiz.github.io/gsoc2016/
