Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, PeaceCorps Safety App (Android) ,Sexual assault is a major concern in today's world. PCSA is a mobile application that aims to serve as a safety resource to the PeaceCorp Volunteers..., Rohan Doddaiah ," Mentor  Buddhiprabha  Erabadda, Calistus, Dinu Kumarasiri "," Organization  Systers, an Anita Borg Institute Community ",/archive/2016/projects/5927586102247424,https://github.com/systers/PCSA-Android/commits/develop?author=rohands
2, Improve tooling for sTeam collaboration platform ,A Collaborative software is an application software designed to help people involved in a common task to achieve their goals. sTeam is one such..., Ajinkya Wavare ," Mentor  Martin Bähr, Trilok Tourani ", Organization  FOSSASIA ,/archive/2016/projects/5929253354864640,https://github.com/ajinkya007/sTeam/wiki/GSOC-16-Work:-sTeam-CLI-%5Bajinkya007%5D
3, Polly as an Analysis Pass in LLVM ,"The Polyhedral framework provides an exact dependence analysis, which is more powerful than conventional dependence testing algorithms. Currently,...", Utpal , Mentor  Johannes Doerfert , Organization  The LLVM Compiler Infrastructure ,/archive/2016/projects/5932114339954688,http://utpalbora.com/gsoc/2016.html
4, Mercurial: Moving Towards Python3 ,"Its about moving mercurial to work in Python3. Rather than 2to3 support, it will work on both 2 and 3.", Pulkit Goyal , Mentor  Martijn Pieters , Organization  Python Software Foundation ,/archive/2016/projects/5932140378193920,https://bitbucket.org/PulkitG/hg/commits/all?search=Pulkit+goyal
5, WikiToLearn Rating ,The pages of content on wiki-style platforms can be more or less reliable and of good quality. But it all depends on parameters like author's..., Abhimanyu Singh Shekhawat ," Mentor  alessandrotundo94@gmail.com, Davide Valsecchi (@valsdav) ", Organization  KDE ,/archive/2016/projects/5934195385827328,https://community.kde.org/index.php?title=GSoC/2016/StatusReports/AbhimanyuSinghShekhawat&oldid=73635
6," Exposing The PRU as an I2C,SPI,UART device ",Bitbanging  an SPI  or/an I2C device in Linux leads to a lot of problems.It consumes a lot of valuable CPU cycles.And since Linux is an..., chanakya_vc ," Mentor  bradfa, mdp ", Organization  BeagleBoard.org ,/archive/2016/projects/5936772366204928,https://github.com/chanakya-vc/PRU-I2C_SPI_master/wiki
7, HubTurbo -- Usability Hero ,"Why me?

I already have multiple contributions to HubTurbo.
I have experience building software alone and with others.
Managed to maintain high...", Yijin , Mentor  dariusf , Organization  TEAMMATES @ National University of Singapore ,/archive/2016/projects/5937087375212544,https://github.com/HubTurbo/addressbook/pulls?q=is%3Apr+author%3AYijinL
8, Drools Rules in Minecraft ,"Drools and Java can work together. Java and Minecraft work together. The obvious next step is to get Drools and Minecraft to work together.
The plan...", Samuel Richardson , Mentor  Salaboy , Organization  JBoss Community ,/archive/2016/projects/5937268300709888,https://docs.google.com/spreadsheets/d/124mZDqz2cVahhoRPY7wzSvpsAIImOTlFO_5fWvFI7oI/edit?usp=sharing
9, Creator Dashboard ,"Proposal for ""Creator Dashboard"" project", Avijit Gupta ," Mentor  seanlip, wxyxinyu, allan ", Organization  Oppia Foundation ,/archive/2016/projects/5937639278510080,http://526avijitgupta.github.io/google-summer-of-code-16-with-oppia/
10, Incremental Compilation ,"Currently, re-compiling a Chapel program would mean re-compiling the parts that haven’t changed, including the functions that haven’t been altered...", kushalsingh007 ," Mentor  benharsh, Lydia Duncan ", Organization  Chapel ,/archive/2016/projects/5942240530661376,https://gist.github.com/kushalsingh007/c6901b7a5b416f3c4ebdde166a8fa5ca
11, Integrating CiviCRM with Zapier ,"This project was written in aim of participation in the Gsoc 2016, This proposal explains how to integrate CiviCRM with Zapier an integration...", merci mukwe , Mentor  Erik Hommel , Organization  CiviCRM ,/archive/2016/projects/5942583859609600,https://wiki.civicrm.org/confluence/display/CRMDOC/Example+2%3A+Integrating+CiviCRM+and+Zapier%3A+User+Story+1
12, Scrapinghub - Scrapy: Support for Spiders in other Programming Languages ,"Abstract: Scrapy is one of the most popular web crawling and web scraping framework. It’s written in Python and known by its good performance,...", Aron Barreira Bordin ," Mentor  eLRuLL, ptremberth ", Organization  Python Software Foundation ,/archive/2016/projects/5944199035748352,http://aronbordin.com/scrapy/scrapy-streaming-support-for-spiders-in-other-programming-languages/
13, netifd extension: external device handlers ,"In this project, we will extend netifd by a generic device handler interface, which is exposed via the ubus IPC system to enable interaction with...", arkap , Mentor  Julius (tabas) , Organization  Freifunk ,/archive/2016/projects/5944457270657024,http://blog.freifunk.net/2016/google-summer-code-2016-external-netifd-device-handlers-final-milestone
14, Dynamic structured light in openCV ,"GSoc 2015 brought structured light to OpenCV and I would love to extend the module this year. Among all the available algorithms, phase-shifting...", Ambroise Moreau , Mentor  Delia Passalacqua , Organization  OpenCV ,/archive/2016/projects/5949422521286656,https://gist.github.com/AmbroiseMoreau/95403f41dfcdf77dccb9fabefb264909
15, VXQUERY-178: Support JSONiq - add objects to the data model ,Apache VXQuery will be a standard compliant Xquery processor implemented in java. JSONiq is a query and processing language specifically designed for..., Riyafa Abdul Hameed , Mentor  Till , Organization  Apache Software Foundation ,/archive/2016/projects/5950762551083008,http://mail-archives.apache.org/mod_mbox/vxquery-dev/201608.mbox/%3CCAMOqS%2BjR6zvZ59xSeBa-KmBmKDRQtRuh2e2wPSD%2Bw8G_ttXopg%40mail.gmail.com%3E
16, New Belarusian-Russian language pair ,I propose to create Belarusian-Russian language pair., kvld ," Mentor  Rob Reynolds, Francis Tyers, Trondtr ", Organization  The Apertium Project ,/archive/2016/projects/5954603862458368,http://wiki.apertium.org/wiki/Belarusian_and_Russian/Final_report
17," Extending SPF with handling of symbolic arrays, and implementing a replay module ","Symbolic Pathfinder (SPF) is an open-source symbolic execution tool, based on NASA Java Pathfinder (JPF) model checker, which is used in research and...", afromherz ," Mentor  Corina, Luckow ", Organization  Java Pathfinder Team ,/archive/2016/projects/5957049577897984,https://github.com/R1kM/Pathfinder
18, Markov Switching GARCH models (MSGARCH) ,"The goal of this project is to implement a package that will give the financial community tools to estimate, simulate, and test several MSGARCH...", Kbluteau ," Mentor  kboudt, Brian G. Peterson, Dave ", Organization  R project for statistical computing ,/archive/2016/projects/5960760429641728,https://github.com/keblu/MSGARCH/commits/master
19, Unifying low-level text layout using HarfBuzz ,To unify low level text layout in LibreOffice using HarfBuzz. The new layout class should be able to generate correct and similar glyph indices and..., autoit ," Mentor  Khaled Hosny, Michael Meeks ", Organization  LibreOffice ,/archive/2016/projects/5960968467120128,https://somefoobar.wordpress.com/2016/08/24/gsoc-project-comes-to-an-end/
20, A Modern Deep Learning module ,"Nowadays, deep learning is the hip topic inside the computer vision community. Many authors have
demonstrated that using deep neural networks in...", Edgar Riba ," Mentor  Bhack, Manuele ", Organization  OpenCV ,/archive/2016/projects/5965288667348992,https://github.com/tiny-dnn/tiny-dnn/commits/master?author=edgarriba
21, OWASP ZSC - Shellcode for Windows and Code Obfuscation Modules ,OWASP ZSC tool currently does not support generation of Shellcodes for Windows and it also has only few obfuscation modules. The two primary goals of..., Pratik ," Mentor  Johanna Curiel, sizzop ", Organization  OWASP Foundation ,/archive/2016/projects/5969824152813568,http://pratikpatelp.blogspot.in/2016/08/gsoc-work-submission.html
22, User Profile App using ReactJs ,"User Profile App using ReactJS
As a part of modernising the architecture of DHIS 2, we are in the process of rewriting server based system...", adhbh ," Mentor  Mark Polak, Nico ", Organization  Health Information Systems Programme ,/archive/2016/projects/5970603957813248,https://medium.com/@adheeshbhatia/user-profile-app-for-dhis-2-686aef2104d8
23," Topic summaries, Canned Replies and Presence features ","Some topics, like a call-for-bug-reports or a new Howto, will receive a lot of replies that go stale shortly thereafter because the appropriate...", André Pereira ," Mentor  Neil Lalonde, techAPJ, ZogStriP ", Organization  Discourse ,/archive/2016/projects/5975621553356800,https://gist.github.com/adrapereira/f198238afb874ee692da08f4982aa203
24, Apertium Weighted Transfer Rules ,The idea of the task is to implement a mechanism of resolving transfer rule conflicts using previously obtained rule weights. The tool for obtaining..., tiefling-cat ," Mentor  Mikel L. Forcada, vmsanchez, Flammie, Francis Tyers ", Organization  The Apertium Project ,/archive/2016/projects/5976116011466752,http://wiki.apertium.org/wiki/Weighted_transfer_rules_at_GSoC_2016
25, Graphical workflow editor for eHive using Blockly ,eHive is a system used to run computation pipelines in distributed environments. eHive workflows are currently being migrated to a Relax NG..., Anuj Khandelwal ," Mentor  Matthieu Muffato, Leo "," Organization  Genes, Genomes and Variation ",/archive/2016/projects/5977064662368256,https://github.com/Ensembl/XML-To-Blockly/commits/gh-pages?author=anujk14
26, Re-design of GTE in Javascript ,Gambit is one of the leaders for analyzing games as models of strategic interaction. But it needs to be installed and since people tend to skip over..., Harkirat ," Mentor  rahulsavani, alfongj, bvonstengel ", Organization  Gambit - Software Tools for Game Theory ,/archive/2016/projects/5981651687440384,https://github.com/gambitproject/jsgte/blob/master/INFOS/harkirat.md
27," QGIS Styles, Symbols, and SVG Markers Sharing Repository ","This project will focus on making styles (.qml), symbols definition (.xml), and SVG markers sharing possible through web services that later can be...", akbargumbira ," Mentor  anitagraser, elpaso ", Organization  OSGeo - The Open Source Geospatial Foundation ,/archive/2016/projects/5981954214199296,http://www.akbargumbira.com/slide_gsoc2016/
28, Add support for arbitrary CPU and RAM in the ComputeService (jclouds-482) ,This project will add support for arbitrary CPU and RAM in the ComputeService on JClouds. Some providers do not have the hardware profiles concept..., Iván Lomba , Mentor  nacx , Organization  Apache Software Foundation ,/archive/2016/projects/5984606893375488,https://gist.github.com/ivanlomba/4f4eee3a46e13f90c2ce71b2929a2250
29, Implement a Map/Reduce Framework ,Map/Reduce frameworks are getting more and more popular for big data processing (for example Hadoop). By utilising the unified and standards..., Aalekh Nigam , Mentor  diehlpk , Organization  The STE||AR Group ,/archive/2016/projects/5985974303588352,http://aalekhnigam.tumblr.com/post/149361127187/summing-up-my-gsoc-with-ste-ar-group
