Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1," qemu-img fuzzing and subcommand ""dd"" ","This proposal aims primarily to fuzz test qemu-img from QEMU project in order to discover
the potential security bugs and write bug fixes for them....", Reda ," Mentor  Fam Zheng, Stefan Hajnoczi ", Organization  QEMU ,/archive/2016/projects/5660612814176256,https://github.com/RandomNickname/qemu/commits/img-dd?author=randomNickname
2, Games: Support more game formats ,"Games is a GNOME application that let's you pick games from your library and play them. Basically, the project aims to be like what Music app is for...", Ricard Gascons , Mentor  Adrien Plazas , Organization  GNOME ,/archive/2016/projects/5660765553950720,http://rgascons.cc/gsoc/2016/08/22/final-evaluation.html
3, Implementing legacy SAX  parser Interface with FastParser ,"The idea is to implement XParser(legacy) and related APIs using XFastParser , and push the tokenization incrementally through to ODF import filters...", Azorpid ," Mentor  Noel Grandin, Michael Meeks ", Organization  LibreOffice ,/archive/2016/projects/5661108882898944,https://lists.freedesktop.org/archives/libreoffice/2016-August/075031.html
4, Tryton: Add CSV Import/Export to SAO Client ,The GTK client (Tryton) already has CSV Import/Export feature. This project would implement the same feature in web client (SAO) keeping the behavior..., Prayash Mohapatra ," Mentor  ced, pokoli ", Organization  Python Software Foundation ,/archive/2016/projects/5662724059037696,http://codereview.tryton.org/27421002
5, coala: Documentation Extraction ,"The aim of the project is to develop a language independent analyzing routine that will find all documentation strings in a file, parse them into...", SanketDG ," Mentor  Makman2, Lasse Schuirmann (sils1297) ", Organization  Python Software Foundation ,/archive/2016/projects/5662982293946368,http://sanketdg.github.io/gsoc-final-report
6, Configurable Shortcuts for Pitivi ,My primary goal is to implement customisable shortcuts for the Pitivi video editor. Users will be able to set their preference for every single..., Jakub , Mentor  aleb , Organization  GNOME ,/archive/2016/projects/5663998322147328,http://www.jakubbrindza.com/2016/08/gsoc-with-pitivi.html
7, Working towards a fully featured version of CBT ,"CBT is a build tool in its infancy with a lot of room for optimisation and enhancement. As such, development is still very fast moving. The goal of...", M.Chav ," Mentor  cvogt, Steven She ", Organization  Scala ,/archive/2016/projects/5665294865399808,https://docs.google.com/document/d/1Ff-Hm14uwCF9q6t70xbv96leyoSMJcjOMmKW7qIPYNc/edit?usp=sharing
8, NASA Web World Wind - Multidimensional Visualization Tool for Environmental Variables ,The idea behind this project is to create an application using Nasa Web World Wind to show metadata about environmental variables in more than three..., gabry501 ," Mentor  Patrick Hogan, Jakub Balhar ", Organization  OSGeo - The Open Source Geospatial Foundation ,/archive/2016/projects/5667947544576000,https://github.com/GabrielePrestifilippo/MuViAS
9, Boxes: More SPICE features ,"GNOME Boxes is an application used to access virtual and remote systems, which targets typical desktop users.
This proposal is about successfully...", Visarion Alexandru , Mentor  Zeeshan Ali , Organization  GNOME ,/archive/2016/projects/5668387241852928,https://alexandruvisarion.wordpress.com/2016/08/23/gnome-boxes-gsoc-evaluation/
10, Investigation of new ways to combining Constraint-grammar and apertium-tagger & a new averaged perception based tagger ,Many less resourced languages don’t have a tagged corpus or only have a small amount of poorly tagged material. In such cases unsupervised learning..., frankier ," Mentor  Mikel L. Forcada, Flammie, Francis Tyers ", Organization  The Apertium Project ,/archive/2016/projects/5669287574372352,http://wiki.apertium.org/wiki/Frankier/GSOC_2016_submission
