Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Better Alias Analysis By Default ,"The cfl-aa pass implemented by Gerorge Burgess IV back in GSoC 2014 is a fast, precise and interprocedural analyses that overcomes many deficiencies...", grievejia ," Mentor  Hal Finkel, George Burgess IV ", Organization  The LLVM Compiler Infrastructure ,/archive/2016/projects/6292280902156288,https://github.com/grievejia/GSoC2016
2, [FLINK-3599] Code Generation in Serializers and Comparators of Apache Flink ,The current implementation of the serializers can be a performance bottleneck in some scenarios. These performance problems were also reported on the..., Gábor Horváth , Mentor  mbalassi , Organization  Apache Software Foundation ,/archive/2016/projects/6292775360266240,https://github.com/Xazax-hun/flink/commits/serializer_codegen?author=Xazax-hun
3, Web App for quick entry of test data in DHIS2 tracker ,"The DHIS2 Tracker is a module for tracking entities across time and space through the context of a program, through several different stages within...", Shivee ," Mentor  Araz Abishov, Øystein Gammersvik ", Organization  Health Information Systems Programme ,/archive/2016/projects/6293400009572352,https://lists.launchpad.net/dhis2-devs/msg46482.html
4, API support for Beaglebone Blue ,The aim of the project is to create easy-to-use APIs for the hardware on the BB Blue. This would consist of developing/improving kernel drivers for..., kiran4399 ," Mentor  Alex Hiam, Abhishek Kumar, m_w, deepakkarki ", Organization  BeagleBoard.org ,/archive/2016/projects/6295262146330624,https://github.com/kiran4399/bb_blue_api/blob/master/Readme.md
5, Truly structured output for strace ,"Parsing current strace output is not an ideal solution, because:

this is excessively difficult: the output is intended to humans, not robots;...", Lineprinter ," Mentor  Philippe Ombredanne, Dmitry Levin ", Organization  strace ,/archive/2016/projects/6296300991545344,https://github.com/lineprinter/strace/wiki/GSoC-related-information
6, Component Enhancement and Runtime Instantiation ,"The Proposal focuses on the improvement of App Inventor in the following aspects: Component Enhancements and Runtime Instantiation. 
Component...", Ashik , Mentor  Andrew McKinney , Organization  MIT Media Lab ,/archive/2016/projects/6298689261797376,https://workreportblog.wordpress.com
7, Better support HEAD formulae ,For now HEAD formulae can't be upgraded by just running brew upgrade <formula> --HEAD. The only way to upgrade HEAD formula is to uninstall it..., Vlad Shablinsky , Mentor  Xu Cheng , Organization  Homebrew ,/archive/2016/projects/6302606271971328,https://gist.github.com/vladshablinsky/f85838450103acfce86ef53418e464c4
8, Regularized interval regression ,"R package for regression with general interval censored output data. This will be the first R package with support for (1) four types of censoring,...", kcm ," Mentor  Toby Dylan Hocking, jelleg@gmail.com ", Organization  R project for statistical computing ,/archive/2016/projects/6304592157474816,https://github.com/anujkhare/iregnet
9, Key mapping GUI ,"Key mapping GUI
The goal of this project is to make it as easy as possible for the users of Mixxx to customize the
keyboard mapping to their taste,...", Tomasito665 ," Mentor  RJ Ryan, Ferran Pujol Camins ", Organization  Mixxx DJ Software ,/archive/2016/projects/6306208273137664,https://gsoc-mixxx-keymappinggui.blogspot.nl/2016/08/project-conclusion.html
10, Extending Matroid Theory functionality ,"The goal is to improve the functionality of the matroid package in terms of usefulness to researchers. In particular, we plan on the following.
We...", Tara ," Mentor  yomcat, Stefan van Zwam ", Organization  Sage Mathematical Software System ,/archive/2016/projects/6306447583346688,http://extendingmatroidfunctionality.blogspot.com
11, Integration of Classic IDE and Project-oriented IDE ,"The project aims to integrate the two IDEs, Unitex and GramLab into a new one having both perspectives: Classical and Project-oriented. The...", Mukarram , Mentor  Cristian Martinez , Organization  Unitex/GramLab ,/archive/2016/projects/6306704207642624,https://drive.google.com/open?id=0B1uzOloZ6LTcbVFLXzFhbjRDWTQ
12, Implementation of a HDF5 export/import to EEGBase ,"The data produced by experiments of Electroencephalography (EEG) and Event­-related potentials (ERP) is stored in web portal of EEGBase, by...", Ipsita , Mentor  Petr Ježek , Organization  International Neuroinformatics Coordinating Facility ,/archive/2016/projects/6308893298786304,https://gist.github.com/ila057/c60c70a152fb86e6f5f11230700dcd9c
13, Add Python 3 support and type hints ,"In this project I will add Python 3 support to Zulip, without breaking Python 2 compatibility. I will also add type annotation (see PEP 483 and PEP...", eklavya , Mentor  tabbott , Organization  Zulip Open Source Project ,/archive/2016/projects/6309614853292032,https://paper.dropbox.com/doc/Adding-Python-3-compatibility-and-mypy-annotations-to-Zulip-FehitXSQq761g39O31eE3
14, RISC-V port to Parallela ,With this proposal I hope to benefit the open-source hardware enthusiast community with work related to the incredible Parallela board used by..., eliaskousk ," Mentor  olofk, Andreas Olofsson ", Organization  Free and Open Source Silicon Foundation ,/archive/2016/projects/6309771351162880,https://github.com/eliaskousk/parallella-riscv
