Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Create REST APIs to write data to the Open Event Organizer Server ,"Improve the current Open Event Organizer Server application. Write tests for existing models and views. Provide bug fixes and enhancements.
Create...", Shivam Mamgain ," Mentor  Aruna Herath, victoriabondarchuk@gmail.com, triplez, Duke Leto, Abhishek Batra, MarioB, Elio Qoshi, Oren Golan ", Organization  FOSSASIA ,/archive/2016/projects/4901518415233024,https://github.com/fossasia/open-event-orga-server/commits?author=shivamMg
2, Lint For Apertium ,My draft proposal for the Lint for Apertium project., Jaipal ," Mentor  Mikel L. Forcada, Vinit Ravishankar ", Organization  The Apertium Project ,/archive/2016/projects/4902239969738752,https://gitlab.com/jpsinghgoud/apertium-lint/commits/master
3, Improvement of vectorization process in Polly ,"Polly can perform classical loop transformations, exploit OpenMP level parallelism, expose SIMDization opportunities. However, due to the lack of a...", groman , Mentor  Tobias Grosser , Organization  The LLVM Compiler Infrastructure ,/archive/2016/projects/4902396467609600,http://lists.llvm.org/pipermail/llvm-dev/2016-August/103986.html
4, In-Situ Simulation Management and Analysis Using Apache Airavata ,The goal of this project is to extend Apache Airavata to allow in-situ data reporting and analysis for Molecular Dynamics (MD) workflows. The..., jkinnison ," Mentor  Marlon Pierce, Suresh Marru ", Organization  Apache Software Foundation ,/archive/2016/projects/4904644882989056,https://gist.github.com/jeffkinnison/49252125d0475ca19390abfa41d615ad
5, Modular Energy Hub Modelling Framework ,Energy system components are modular in nature and interact across multiple scales. There is a need for a modelling framework that can easily..., Jazzpilz ," Mentor  Julien_Empa, REvins "," Organization  Urban Energy Systems Laboratory, Empa ",/archive/2016/projects/4906260059127808,https://bitbucket.org/Jazzpilz/modular-energy-hub-modeling-framework.git
6, Mifos Credit bureau Integration ,"Currently, there is no feature for reporting credit history in Mifos. This feature is optional and may be incorporated based on the requirements of...", Nikhil Pawar , Mentor  Nayan Ambali , Organization  Mifos Initiative ,/archive/2016/projects/4909757504684032,https://nikpawar89.github.io/
7, DIPY: Automatic Denoising and Robust Brain Extraction ,"DIPY currently uses non-local means approach for denoising MR data, in which we need to estimate the noise variance of the signal which is often a...", Riddhish Bhalodia ," Mentor  Eleftherios Garyfallidis, Omar Ocegueda, RafaelNH, Julio Villalon ", Organization  Python Software Foundation ,/archive/2016/projects/4915072795148288,https://riddhishbgsoc2016.wordpress.com/2016/08/17/last-blog/
8, OGC protocols support within OL3-Google-Maps ,"This library allows users to add Google Maps layers to an OpenLayers v3 map. To do this, the library replicates the OpenLayers objects to the Google...", SamuelLapointe ," Mentor  Alexandre Dubé, jlapointe ", Organization  OSGeo - The Open Source Geospatial Foundation ,/archive/2016/projects/4915736099160064,http://lists.osgeo.org/pipermail/soc/2016-August/003479.html
9, Redesigning the Template Manager and Emoji Toolbar Control ,First Project (Redesigning the Template Manager): The current Template Manager of LibreOffice has some bugs and needs better implementation. This..., Akshay Deep ," Mentor  jphilipz, Samuel Mehrbrodt ", Organization  LibreOffice ,/archive/2016/projects/4916035404693504,https://akkidevblog.wordpress.com/2016/08/21/gsoc-with-libreoffice-work-product/
10, Admin Panel Customization in Book-a-Nook ,Book-a-Nook is an online platform where a user can look up for available community  spaces like libraries and make reservation requests to the admin...., Shubham Patel ," Mentor  jdcc, jessyurko ", Organization  Berkman Center for Internet and Society ,/archive/2016/projects/4917822647959552,http://shubhpatel108.github.io/gsoc/final-submission.pdf
