Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Static Code Analysis Integration and PHPUnit code coverage report Improvements for CiviCRM ,This project aims at integrating Vimeo’s Psalm into the CiviCRM Jenkins toolchain for static analysis purposes. This project will also work on..., Ndubuisi Onyemenam ," Mentor  Jack Gleeson, Eileen McNaughton, Joseph Murray ", Organization  CiviCRM ,/archive/2019/projects/6004390752681984,https://gist.github.com/prondubuisi/5f2ac383046a403b10fe773547e76951
2, Working Hours Plugin - UI Improvements ,The current Working Hour Plugin provides an interface to set up a schedule of allowable build times but the user interface and usability still need..., Jack Shen ," Mentor  Banerjee Arnab, Jeff Pearce, Keith Zantow ", Organization  Jenkins project ,/archive/2019/projects/6005137003249664,https://jenkins.io/projects/gsoc/2019/working-hours-improvements/
3, Add Support for WOFF2 Fonts to FreeType ,"The aim of this project is to integrate seamless support for the WOFF File Format 2.0 into FreeType so that these fonts can be recognized,...", Nikhil Ramakrishnan , Mentor  Werner Lemberg , Organization  FreeType ,/archive/2019/projects/6267232768753664,https://gist.github.com/nikramakrishnan/f88f3bae3cd2f0ba06d20ab3e0c74fb3
4, ARTful Buffer Manager ,The main goal of this project is to implement and evaluate an adaptive radix tree as an alternative to the current underlying data structure of..., mvpant ," Mentor  Andrey Borodin, Stephen Frost ", Organization  PostgreSQL ,/archive/2019/projects/6268535133700096,https://github.com/mvpant/artbufmgr
5, Revamped Zulip Terminal ,"Zulip Terminal is now being actively developed. Also, the user base for it has been steadily growing; but most of them only use it as a temporary...", Aman Agrawal ," Mentor  Puneeth Chaganti, Neil Pilgrim (neiljp) ", Organization  Zulip Open Source Project ,/archive/2019/projects/6269990724960256,https://gist.github.com/amanagr/4fc8cd0070479c661b569806a2dba01b
6, Basic Support for Trace Compass ,The goal of this project is to enable the Trace Compass to analyze and display some basic information using Event Recording infrastructure. Trace..., Ravindra Kumar Meena ," Mentor  Sebastian Huber, Gedare Bloom, Chris Johns ", Organization  RTEMS Project ,/archive/2019/projects/6270870320840704,https://rmeena840.github.io/final-report/
7, Integrating Google Calendar with Rocket.Chat ,An app developed on Rocket.Chat App engine to integrate Google Calendar with Rocket.Chat. This can be used to create and manage personal calendar..., KAPIL GAUTAM ," Mentor  Rodrigo Nascimento, Douglas Gubert ", Organization  Rocket.Chat ,/archive/2019/projects/6271734750117888,https://gist.github.com/Gautime/07c8b791bff6ddf0cc1d4be56042079b
8, Integrating bpftrace with Performance Co-Pilot and Vector ,bpftrace is a high-level tracing language for efficient kernel tracing using eBPF (extended Berkeley Packet Filters). This project creates a new PMDA..., Andreas Gerstmayr ," Mentor  Martin Spier, Nathan Scott, Marko Myllynen ", Organization  Performance Co-Pilot ,/archive/2019/projects/6273490250891264,https://www.andreasgerstmayr.at/gsoc2019/
9, Evaluating Submission Code in Docker Containers ,The rise of reinforcement learning based problems or any problem which requires that an agent must interact with an environment introduces additional..., Kartik Verma ," Mentor  Deshraj, fristonio, Rishabh Bhardwaj, Rishabh Jain ", Organization  CloudCV ,/archive/2019/projects/6274511849127936,https://medium.com/@vkartik97/gsoc-2019-with-cloudcv-the-end-dfc559f137f
10, Generalized Global Regularization ,"For this project, I would like to create a new CGAL package that combines the global regularization algorithm from Section 3 of the KIPPI paper,...", Gennadii Sytov , Mentor  Dmitry Anisimov , Organization  CGAL project ,/archive/2019/projects/6276807777583104,https://github.com/CGAL/cgal/issues/4170
11, Design and Development of Demos and Tools ,"As part of the project, I intend to build simulations and demos along with introductory animations about exoplanets, their descriptions and the...", Naga Sai Abhinay ," Mentor  Josh Walawender, Jen Tong ", Organization  Project PANOPTES ,/archive/2019/projects/6276888710873088,https://gist.github.com/Abhinay1997/e5bdf2067a0b93681f92d60805d47590
12, Share Extension for React Native Client. ,Implements a Share extension to iOS and Android OS to ReactNative client Rocket.Chat., Djorkaeff ," Mentor  Diego Sampaio, Diego Mello ", Organization  Rocket.Chat ,/archive/2019/projects/6277152398376960,https://medium.com/@djorkaeff.unb/gsoc-2019-rocket-chat-reactnative-c95d1c61df29?source=friends_link&sk=3a99c61f121ab00047a2dbfe581ef4e0
13, Panda3D: iOS Support ,"Panda3D is a mature 3D rendering engine both in age and functionality, addressing the need for the rapid prototyping of games while still providing...", Donny Lawrence ," Mentor  CFSworks, Mitchell Stokes, rdb ", Organization  Python Software Foundation ,/archive/2019/projects/6278096754311168,https://github.com/panda3d/panda3d/pull/715
14, Semantic Art from Big Data ,"In the proposal, I described and demonstrated my ideas about the visualization tasks: 
1) Clusters of Event Category Over Time
2) Distribution of...", Xumeng Chen ," Mentor  Huamin Qu, Francis Steen ", Organization  Red Hen Lab ,/archive/2019/projects/6280106799005696,https://github.com/iMaxmoe/GSoC-2019-topic-detect-vis
15, Bringing Boost.SafeFloat to review-ready state ,"Floating point number operation are not guaranteed to hold correct results. A certain range of errors can occur silently (overflow, underflow,...", Thomas Ferrand , Mentor  Damian A Vicino , Organization  Boost C++ ,/archive/2019/projects/6282760602255360,https://docs.google.com/document/d/1zQPgRy0stg1MxHxrjEbjceYsnaa7sPsdw6QAStA-VYg/edit?usp=sharing
16, Graph compression on the development history of software ,"Software Heritage is an ambitious research project whose goal is to collect, preserve in the very long term, and share the whole publicly accessible...", Thibault Allançon ," Mentor  seirl, Stefano Zacchiroli ", Organization  Software Heritage ,/archive/2019/projects/6283725761937408,https://wiki.softwareheritage.org/wiki/Google_Summer_of_Code_2019/Graph_compression
17, Advanced Kernel Density Estimation Improvements ,Kernel Density Estimation (KDE) is a widely used non-parametric technique to estimate a probability density function. mlpack already had an..., Roberto Hueso Gomez , Mentor  Ryan Curtin , Organization  mlpack ,/archive/2019/projects/6285626368851968,https://www.mlpack.org/gsocblog/Roberto2019Summary.html
18, Dockerization of OpenWISP ,"OpenWISP installation procedure has some limitations that make it unsuited for complex deployments that need horizontal scaling, custom setups and...", Ajay Tripathi (atb00ker) ," Mentor  2stacks, Federico Capoano, Marco Giuntini ", Organization  OpenWISP ,/archive/2019/projects/6285865729392640,http://tiny.cc/submitgsoc2019
19, kmarkdown-qtview with WYSIWYG markdown editor ,"I want to make a new Markdown WYSIWYG editor with light-weight render written in C++ and QT for KDE. Support pagination, printing preview, better...", SonGeon ," Mentor  Eike Hein, Sung Jae Cho ", Organization  KDE Community ,/archive/2019/projects/6286611979960320,https://community.kde.org/GSoC/2019/StatusReports/SonGeon
20, Clickboard Support Under Greybus ,Click boards are a flagship hardware product line of MikroElektronika with over 600 add-on boards ranging from wireless connectivity clicks to Human..., Vaishnav M A ," Mentor  Ravi Kumar Prasad, Jason Kridner ", Organization  BeagleBoard.org ,/archive/2019/projects/6291016871575552,https://github.com/vaishnav98/gbsim/wiki/Beagleboard-GSoC-'19:--Clickboard-Support-Under-Greybus
21, Asking students why they picked a particular answer ,A feature to the lesson player that allows students to explain how they arrived at a (wrong) answer. The aim of this feature is to encourage..., Anubhav Sinha , Mentor  Akshay Anand , Organization  Oppia Foundation ,/archive/2019/projects/6294385870766080,https://medium.com/@anubhavsinha98/gsoc19-journey-oppia-308704ffa3a
22, Webservices in Joomla ,"1) Web services in Joomla. Joomla is popular CMS, which is actively developing and it is very important to implement web services for further...", Oleksandr Samoilov ," Mentor  George Wilson (Joomla), Andrei Isac ", Organization  Joomla ,/archive/2019/projects/6294727723319296,https://github.com/a-samoylov/joomla-cms/blob/GSoC_submission/GSoC_submission.md
23, RESTful API for genomic variation search ,The Beacon specification allows to query whether a genomic variation is present in a repository. But the current implementation is based on an..., JUNAID N Z ," Mentor  Cristina Yenyxe Gonzalez, Andres Felipe Silva ", Organization  Global Alliance for Genomics and Health ,/archive/2019/projects/6294760740880384,https://gist.github.com/junaidnz97/4feadc786249424e081021d21ae94294
24, Add subsampling to aster models ,We add support for sampling arrows to aster models using the theory of curved exponential families., Shannon Sequeira ," Mentor  Daniel Eck, Charles Geyer, Ruth Shaw ", Organization  R project for statistical computing ,/archive/2019/projects/6297056082132992,https://github.com/cjgeyer/aster/commit/58b08cd119487da39c10770d29408b71c676168a
