Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Using Coverity Static Analysis Tool to Clean up Issues from the RGW Code ,"Ceph is an open-source, distributed storage system that provides scalable object, block, and file storage. One of the key components of Ceph is the...", Vedansh Bhartia , Mentor  Yuval Lifshitz , Organization  Ceph ,/archive/2023/projects/xH6uVLYA,https://gist.github.com/vedanshbhartia/52fe3c44ef70185e553793220a7b3a69
2, Improved Continuous Integration for Reactome ,"Currently, at the Ontario Institute of Cancer Research, Jenkins is being used to run the release pipelines and this project proposes moving the...", sskrishn , Mentor  adamjohnwright , Organization  Open Genome Informatics ,/archive/2023/projects/FNZtunYS,https://docs.google.com/document/d/1-XuX4gTXukKFAE-t_H5ZYC2auqsg7EO3Tq9jQIEACZs/edit
3, Diffusion Models for Fast Detector Simulation ,Particle colliders such as the Large Hadron Collider (LHC) play a crucial role in advancing our understanding of fundamental particles and their..., Akshit Choudhari ," Mentor  ML4SCI, Abdulhakim Alnuqaydan, Michelle Kuchera, Harrison Prosper ", Organization  Machine Learning for Science (ML4SCI) ,/archive/2023/projects/QDPyBSbO,https://github.com/ML4SCI/DeepFalcon
4, Riotpot: improving the IoT/OT honeypot ,"I plan to enhance the RIoTPot by adding new emulated protocols (HTTPS, SFTP, SNMP). I also plan to increase RIoTPot's ability to evade being detected...", Elisa Tsai ," Mentor  Shreyas Srinivasa, Manolis ", Organization  The Honeynet Project ,/archive/2023/projects/vvOSjyxu,https://docs.google.com/document/d/1nVafocmiVmYq0ZqdqdOt21mzWKK_QBU_YvVEl1PBgRo/edit?usp=sharing
5, Enable and use Dynamic Loading for wasm32-emscripten port of VLC ,Currently the wasm-emscripten port of VLC (Vlc.js) does not support compilation with shared module. This project enables shared module loading for..., Khalid Masum Labnan ," Mentor  robUx4, Alexandre Janniaux ", Organization  VideoLAN ,/archive/2023/projects/9b461mIS,https://labnann.github.io/blog/gsoc/my-work-in-gsoc-at-videolan/
6, Improving p5.js WebGL/3d functionality. ,"In p5.js, there are two render modes: P2D (default renderer) and WEBGL. It enables the user to draw in 3D. There are many ways to implement...", ARYAN KOUNDAL ," Mentor  Dave Pagurek, Tanvi Kumar ", Organization  Processing Foundation ,/archive/2023/projects/WGVqRdp4,https://github.com/processing/p5.js/blob/main/contributor_docs/project_wrapups/aryan_koundal_gsoc_2023.md
7, PGweb Testing Harness for the official PostgreSQL Website ,"As part of the Google Summer of Code 2023 , we developed an automated testing harness suite for the official PostgreSQL website. The suite addresses...", Akshat Jaimini ," Mentor  Ilaria Battiston, sfrost ", Organization  PostgreSQL ,/archive/2023/projects/WQ90dY05,https://destrex271.hashnode.dev/pgweb-testing-harness-suite-documentation
8, Multi-camera calibration part 2 ,"This project extends the work from the previous year, which included basic algorithms for multi-camera calibration, by adding testing cases with...", Linfei ," Mentor  maxim_ivashechkin, Jean-Yves Bouguet ", Organization  OpenCV ,/archive/2023/projects/BoM2kqWt,https://github.com/opencv/opencv/pull/24052
9, Pocket Paint for Kotlin Android: Landing Page ,The objective of this project is to design and implement a landing page for Pocket Paint on the Android Kotlin platform. The landing page will..., RD Rama Devi ," Mentor  Thorsten  Bandel, SebastianGrief ", Organization  International Catrobat Association ,/archive/2023/projects/AVNo1eMy,https://gist.github.com/Rd4dev/127b7233c367fecd5228c344e433138c
10, Improve AR/VR experience on Web ,"The goal of this project is to develop a debugging page called ""xr-internals"" to help developers debug and optimize AR/VR web applications. The page...", Mahmoud Tawfik ," Mentor  Sreeja Kamishetty, Alex Cooper, Piotr Bialecki ", Organization  Chromium ,/archive/2023/projects/4EVJm10k,https://gist.github.com/mahmoudahmedd/57d5ada258756d49420608c3cad07596
