Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Implement the Feature to Create and Manage VPNs in Cockpit ,This project aims to develop a user-friendly interface for configuring and managing popular VPN protocols like WireGuard and OpenVPN on Linux servers..., Subho ," Mentor  mmarusak, Martin Pitt ", Organization  Cockpit Project ,/archive/2023/projects/SF3rQQZc,https://subhoghosh.com/blog/gsoc-2023
2, Falco: Web IDE for Security Rules with WebAssembly ,This project aims to improve Falco's capabilities by adding WebAssembly as a new officially-supported compilation target. The objective is to create..., Rohith Raju , Mentor  Jason Dellaluce , Organization  CNCF ,/archive/2023/projects/urIdU9OC,https://github.com/Rohith-Raju/Gsoc-2023
3," OpenPrinting : CPDB support for application's print dialogs: Firefox, Chromium, LibreOffice ","Print Dialogs are one of the most used features for many people, and it is important that they stay up to date with the current print technologies...", kushagra sharma ," Mentor  Till Kamppeter, Ira McDonald, ShivamMishra, Gaurav Guleria, Rithvik Patibandla ", Organization  The Linux Foundation ,/archive/2023/projects/HAgvMsZB,https://github.com/kushagra20251/GSoC/
4, Kiwix-Desktop library rework ,"Most components of Kiwix-Desktop are written in QT C++, except for the library (aka content manager). The library is the view which allows you to...", Nikhil Tanwar ," Mentor  Stephane, Kelson ", Organization  Kiwix ,/archive/2023/projects/SvDW1HGZ,https://gist.github.com/juuz0/0912b00616e2e5a38e07586b50502f38
5, A Methodology To Categorize Exam Series ,DICOM is the global standard for managing and exchanging medical images and data but lacks a consistent series-naming scheme. I will use machine..., Himanshu Kumar1 ," Mentor  PUNEET SHARMA, Tony Pan "," Organization  Department of Biomedical Informatics, Emory University ",/archive/2023/projects/oC59dZpT,https://github.com/sharmalab/escMR
6, AGL @ Linux Foundation | GSoC 2023 | Enhance Speech Recognition ,Abstract: This project aims to enhance the speech recognition engine used in Automotive Grade Linux by creating a natural language intent engine that..., Malik Talha Saeed ," Mentor  Walt Miner, Jan-Simon Möller, Scott Murray, Marius Vlad ", Organization  The Linux Foundation ,/archive/2023/projects/v0K55l17,https://blog.maliktalha.me/post/gsoc2023-final-report
7, Curvature Adaptive Remeshing ,The goal of the proposed project is to extend the existing remeshing functionality in the polygon mesh processing (PMP) package with the adaptive..., Ivan Paden ," Mentor  sloriot, Jane Tournois ", Organization  CGAL Project ,/archive/2023/projects/HE8oFb28,https://github.com/CGAL/cgal/issues/7736
8, Administration System - BookBrainz ,"BookBrainz currently has no administration system, or any good way of giving users special privileges. This project involves devising and...", Shivam Awasthi ," Mentor  Monkey, Ansh Goyal ", Organization  MetaBrainz Foundation Inc ,/archive/2023/projects/STzV7VWb,https://blog.metabrainz.org/2023/08/27/gsoc23-administration-system-for-bookbrainz/
9, Proposal for contributing in LocationToolkit Integration ,"This proposal aims to implement a location privacy toolkit in the enviroCar app, a mobile platform for handling personal location information. The...", prvn2004 , Mentor  Benjamin Pross , Organization  52°North Spatial Information Research GmbH ,/archive/2023/projects/tmfVId7S,https://docs.google.com/document/d/1RN3Tr8iln-m9H7iBO7iNfKMGobrofhIyS5KWLqpB6ek/edit?usp=sharing
10, Anomaly Segmentation Metrics for anomalib ,"This project proposes novel evaluation metrics for anomaly segmentation in computer vision, taking into account pixel-level and spatial information....", Joao P C Bertoldo ," Mentor  Dick Ameln, Samet Akcay ", Organization  OpenVINO Toolkit ,/archive/2023/projects/SPMopugd,https://gist.github.com/jpcbertoldo/12553b7eaa97cfbf3e55bfd7d1cafe88
11, Updates in CleanTS Package ,"The proposed project, to modify the CleanTS package to handle multivariate time series data, will fill this gap and provide a new package for...", Pranay Agrawal ," Mentor  Neeraj Dhanraj Bokde, Andrés Elías Feijóo Lorenzo ", Organization  R project for statistical computing ,/archive/2023/projects/HVYpx0Wa,https://github.com/pranayx/Final-_code
12, Cross-Platform Robotics Learning Made Easy ,Making a cross-platform desktop application available and working on every environment without any perquisites . The application will be developed..., Prakhar Bansal ," Mentor  David Roldán Álvarez, ApoorvGarg ", Organization  JdeRobot ,/archive/2023/projects/Wt3Vki1i,https://theroboticsclub.github.io/gsoc2023-Prakhar_Bansal/
13, CRS #3: WAF Performance Testing Framework ,"Performance evaluation is one of the concerns about using ModSecurity and Core Rule Sets. More specifically, people take different approaches to...", Dexter Chang ," Mentor  Christian Folini, fzipitria ", Organization  OWASP Foundation ,/archive/2023/projects/jdv2MaJR,https://github.com/coreruleset/rules-performance-tests
14, Unify ref-filter formats with other --pretty formats ,"Git has an old problem of duplicated implementations of some logic. For example, Git had at least 4 different implementations to format command...", Kousik Sanagavarapu ," Mentor  Christian Couder, Hariom Verma ", Organization  Git ,/archive/2023/projects/rck3kmq2,https://five-sh.github.io/2023/08/26/the-final-report
15, Select Tool and UI Enhancements ,This project mainly aims at improving the user experience of Synfig. It does so through various improvements. The first is implementing non-vertex..., Mohamed Adham ," Mentor  RodolfoRG, BobSynfig, Ankit Dwivedi ", Organization  Synfig ,/archive/2023/projects/1AkN3EFi,https://github.com/synfig/synfig/issues/3225
16, Chrome System Audio Mirroring on macOS and Linux ,"Casting is a feature of Chrome that allows a tab or a screen to be mirrored to a remote Chromecast-enabled device. Currently, both audio and video...", Anže Lešnik ," Mentor  Stephen, mark a. foltz, Angelo Tadres ", Organization  Chromium ,/archive/2023/projects/xZOidcmN,https://lesnik.cc/google-summer-of-code-2023-at-chromium/
17, Windows Support for Dino ,This project aims to add Windows support to the previously Linux-only XMPP client Dino. Since Windows is installed on approximately 75% of all..., hrxi ," Mentor  Marvin W., fiaxh_ ", Organization  XMPP Standards Foundation ,/archive/2023/projects/ygGSIiHc,https://hrxi.github.io/gsoc/blog/gsoc-2023-conclusion
18, DSOMM ,"1. Adding Filters in the Matrix View: Updating the YAML file, and adding the tags title in task-description. After this, adding chip style filter...", Prakarsh Gupta ," Mentor  Timo Pagel, Aryan  Prasad ", Organization  OWASP Foundation ,/archive/2023/projects/yquTMcaq,https://gist.github.com/ptechofficial/23e423e8f50d8628b1f24046aebc0c4d
19, CB Geo: Differentiable Programming in MPM ,"CB Geo-Material Point Method is used to simulate particulate and fluid systems. In this method, particles are mapped to a background mesh, and...", Sachin Jalan ," Mentor  KrishnaK, Chahak Mehta ", Organization  NumFOCUS ,/archive/2023/projects/RZJ09HkH,https://sachinjalan.github.io/
20, GNU Mailman: Improved User Experience ,The objective of this proposal is to enhance the user experience of Mailman 3 by introducing two new features - systemwide user defaults and an..., Durlabh Pathak ," Mentor  Stephen J Turnbull, Danil Smirnov ", Organization  Python Software Foundation ,/archive/2023/projects/6aziIJ85,https://gist.github.com/Error838/fc36ec9a0ce8e05a0b8d998644fd77c7
21, Improving the OpenMRS Developer Experience: Updating the SDK ,This project aims to improve the OpenMRS SDK to better support the evolving needs of OpenMRS development. The project objectives include spinning off..., wikumC , Mentor  Daniel Kayiwa , Organization  OpenMRS ,/archive/2023/projects/lq8Hfmzo,https://wikumchamith.github.io/blog/GSOC-2023-Updating-the-SDK/
22, NWB File Compatibility Testing and Summary Generation via Docker ,"The ""NWB File Compatibility Testing and Summary Generation via Docker"" project aims to streamline the process of testing NWB (Neurodata Without...", Daksh Rathore ," Mentor  Ankur Sinha (he/him/his), Padraig Gleeson, Björn Brembs ", Organization  INCF ,/archive/2023/projects/eFJx96d3,https://gist.github.com/Daksh1603/744637f97ed86f108bcf8599973f5220
23, Project 7.1: Working on Implementing CSV Data Browser and Querying Component ,"We are trying to solve the difficulty of collaboration among multiple users working on large datasets, particularly in analyzing datasets with many...", Kshitiz Sareen ," Mentor  Anca Doloc-Mihu, Cengiz Gunay ", Organization  INCF ,/archive/2023/projects/IlkUDUhC,https://gsoc-blog-post.vercel.app/
