Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Implement JS filesystem bridge layer for Emscripten ,"Emscripten is an open-source tool used to translate C/C++ code to WebAssembly, allowing web apps to run with near-native performance. WebAssembly is...", James Hu ," Mentor  Sreeja Kamishetty, Alon Zakai, Thomas Lively ", Organization  Chromium ,/archive/2023/projects/4q0L2ZMW,https://docs.google.com/document/d/1Prn9B6x_cW7JRA79R6J1OhfyW7crHCAtgmpqEMBl3N4/edit
2, Create a New “System” panel in GNOME Settings ,"Create a new system panel to provide users with a unified interface for managing various settings. we can achieve it by merging Date & Time, Users,...", Gotam Gorabh , Mentor  Felipe Borges , Organization  GNOME Foundation ,/archive/2023/projects/2Pu11u94,https://gotam672.github.io/FireFlyBlogs/gsoc2023-final-report/
3, Geodesic Distance Computation Improvements ,"The goal of the project is to add the ""Virtual Source Propagation"" (Trettner, Bommes, Kobbelt 2021) algorithm to CGAL. This algorithm finds...", rp01052 , Mentor  Mael , Organization  CGAL Project ,/archive/2023/projects/Smrl9uML,https://github.com/CGAL/cgal/issues/7670
4, Floating Text Widget / UI improvements ,The main objective of this project is to develop a functioning text pop-up feature in Musescore. This pop-up will act as a framework for various..., Hirnaymay Bhaskar , Mentor  Casper Jeukendrup , Organization  MuseScore ,/archive/2023/projects/OifrwbNC,https://musescore.org/en/node/355441
5, Eclipse Vert.x client for Apache Pinot ,Eclipse Vert.x is a toolkit to build reactive applications on the Java virtual machine. It provides asynchronous and non-blocking clients for..., thefallenangel , Mentor  Thomas Segismont , Organization  Eclipse Foundation ,/archive/2023/projects/av8RmOiu,https://vertx.io/blog/soc-vertx-pinot-client/
6, LLDB kernel module improvement ,"Problem statement: LLDB doesn't support module information in kernel space now. So in my proposal, I want to implement full kernel module support for...", AoK_Blast ," Mentor  Ed Maste, Li-Wen Hsu ", Organization  The FreeBSD Project ,/archive/2023/projects/Q8nngj1k,https://wiki.freebsd.org/SummerOfCode2023Projects/LLDBKernelModuleImprovement
7, Implement Incremental Re-Parsing in SwiftParser ,"Considering the performance, instead of reparsing the entire file every time, we could speed up the parsing procedure with the information provided...", Ziyang Huang , Mentor  Alex Hoppen , Organization  Swift ,/archive/2023/projects/youSUzrO,https://gist.github.com/StevenWong12/8a5fd948f0b4957267a69140b188ab6e
8, Xbitinfo: Distinguishing real and artificial information ,This proposal aims to develop an information theoretic approach to filter out artificial information from real information in geospatial datasets...., Ishaan Jain ," Mentor  Hauke Schulz, Milan Klöwer, Aaron Spring ", Organization  Python Software Foundation ,/archive/2023/projects/57VWtk9x,https://medium.com/@ishaan454/gsoc23-final-project-report-c1e17346dc0f
9, Proposal_Interactive web tour_Biqing Su ,"The cBioPortal provides access to a wealth of cancer genomics data, but new users often struggle to navigate its features, and existing users may not...", Biqing Su 1 ," Mentor  Ryan Fu, Jeremy R. Easton-Marks ", Organization  cBioPortal for Cancer Genomics ,/archive/2023/projects/luumPTO5,https://github.com/cBioPortal/cbioportal-frontend/pull/4687
10, Improve the State of octave-pythonic ,octave-pythonic is an octave package used to incorporate python libraries and features in octave using the cpython interpreter. Currently..., Vipul Cariappa ," Mentor  Nir Krakauer, Colin Macdonald ", Organization  GNU Octave ,/archive/2023/projects/aeEAbtyR,https://www.vipulcariappa.xyz/blogs/GSoC-2023-Blog-Final.html
11, Regolith Onboarding ,The Regolith onboarding project aims to create a desktop application that helps users learn keyboard shortcuts and workflows for i3 and sway window..., Deepanshu Pratik , Mentor  canihavesomecoffee , Organization  CCExtractor Development ,/archive/2023/projects/eP0w9NoG,https://medium.com/@deepanshu.pratik/master-tiling-window-managers-with-this-tool-81fb657052e9
12, Optimizers in a deep learning framework ,"This project aims to enhance the capabilities of neural-fortran, a parallel Fortran framework for deep learning, by implementing additional...", Saurabh Suresh Powar ," Mentor  Milan Curcic, Jeremie Vandenplas, Umashankar Sivakumar, Federico Perini, Henil Panchal, Damian Rouson ", Organization  Fortran-lang ,/archive/2023/projects/zVM00eKK,https://gist.github.com/Spnetic-5/9d06fd264180693215757c811d0cf615
13, Interactive Web Demos using the MediaPipe Machine Learning Library ,"The COVID-19 pandemic has increased awareness of hygiene risks associated with touchscreens, with reports indicating that 80% of people find them...", Pratyay Banerjee , Mentor  Jen Person , Organization  TensorFlow ,/archive/2023/projects/pd9KgnNP,https://github.com/Neilblaze/GSOC-23/blob/main/README.md
14, Implementing Phenopackets in a Variant Discovery Pipeline ,"Variant filtration is key to rare disease discovery. For a rare disease discovery app to be successful, it must be able to cleanly represent the...", Justin Aronson ," Mentor  Bob Dolin, Srikar Chamala ", Organization  Global Alliance for Genomics and Health ,/archive/2023/projects/MexIXIkK,https://gist.github.com/JustinAronson/84b620a7cec2d303c29e7bea2da7ec1e
15, Finding Exoplanets with Astronomical Observations ,Protoplanetary disks are birthplaces of planetary systems. Newly forming planets inside a protoplanetary disk interact with gas and dust in the disks..., Mihir Tripathi ," Mentor  Emanuele Usai, Shravan25 ", Organization  Machine Learning for Science (ML4SCI) ,/archive/2023/projects/ZH6drPWV,https://medium.com/@mihirtripathi97/exxa-detecting-planets-in-dusty-disks-bd5a7db30cc8
16, Deep Autoencoders for Scientific Data Compression ,Development and Deployment of a Lossy Compression Tool 'Baler' that uses deep autoencoders to flexibly compress scientific data. Use Baler to..., Aman Singh Thakur , Mentor  Alexander Ekman , Organization  CERN-HSF ,/archive/2023/projects/gnKb1DHZ,https://zenodo.org/records/10073216
17, Refactor frontend-markdown processor using an extensible CommonMark parser ,Markdown provides a great ability to format messages and write structured documents using plain text format. Zulip uses two different markdown..., Akshat Akshat , Mentor  Dinesh Chidipothu , Organization  Zulip ,/archive/2023/projects/bQeFtzEc,https://gist.github.com/akshatdalton/d2e3a0b37a5ce32fb128de69cee38f38
18, A Pipeline for NeRF Experimentation and Visualization ,The goal for this project is to develop a NeRF model training pipeline within the OpenCV library. The end result will be a fully functioning data..., Joshua Ahn ," Mentor  Gary Bradski, Douglas B Lee ", Organization  OpenCV ,/archive/2023/projects/3VJ0YoAz,https://github.com/OpenCXdev/NerfNet
19, Project Properties Dialog ,"Currently, the properties for the screen1 form contains a number of project project-wide properties such as App Name, Theme and many more. We want...", Arin Modi ," Mentor  Evan Patton, Vishwas Adiga ", Organization  MIT App Inventor ,/archive/2023/projects/njEu8xBZ,https://medium.com/@arinmodi2306/work-product-google-summer-of-code-with-app-inventor-cf7471e16344
20, Optimize GROUP BY in MariaDB ColumnStore ,This project optimized the GROUP BY operator in MariaDB ColumnStore for workloads requiring disk-based aggregation. To achieve this a) unnecessary..., phoeinx , Mentor  drrtuy , Organization  MariaDB ,/archive/2023/projects/IxEtmCln,https://phoeinx.github.io/gsoc-blog/2023/09/25/final-submission.html
21, Improved Installation Tools ,"The benefits of creating a simplified and more user-friendly installation workflow for gprMax software are: Improved user experience , Increased...", Aditya Saini ," Mentor  Antonis, Iraklis Giannakis, Rania Patsia ", Organization  gprMax ,/archive/2023/projects/HIvD1YHY,https://medium.com/@adityasaini10012001/google-summer-of-code-23-work-submission-dd61d8254d3c
22, VDB Rendering for BRL-CAD ,"VDB is a volumetric, sparse and hierarchical data structure which can be used for volumetric rendering, simulation and computational solid geometry...", Caio Brito ," Mentor  Himanshu Sekhar Nayak, Erik ", Organization  BRL-CAD ,/archive/2023/projects/X9kIPCbP,https://brlcad.org/wiki/User:Caio/GSoC2023/FinalReport
23, Rust and GTK 4 Bustle Rewrite ,"Bustle is a powerful graphical tool for analyzing D-Bus activities. The current implementation, while still functional, cannot take advantage of the...", Dave Patrick Caberto ," Mentor  Bilal Elmoussaoui, Maximiliano 🥑 ", Organization  GNOME Foundation ,/archive/2023/projects/EfijCNWY,https://seadve.github.io/blog/9-gsoc-2023-final-overview/
24, Port the Valve Infra to Raspberry Pis ,"Valve CI Infrastructure currently requires to be run on an x86_64 gateway, which raises its deployment and maintenance costs. Single board computers...", jpy794 , Mentor  Martin Roukala , Organization  X.Org Foundation ,/archive/2023/projects/IyeWQriR,https://gitlab.freedesktop.org/mupuf/boot2ipxe
25, Improvements for ROS2 Support for Ardupilot ,"This project is a continuation of the project : ROS-2 Native Support for Ardupilot, which I worked on while receiving mentorship from Ardupilot in...", Arsh Pratap ," Mentor  Andrew Tridgell, Rhys Mainwaring ", Organization  ArduPilot ,/archive/2023/projects/gwzMO4GB,https://discuss.ardupilot.org/t/gsoc-23-wrapping-up-improvements-to-the-native-dds-support-in-ardupilot/105643
26, CVE-Bin-Tool: Introduce support for EPSS ,"The project will involve updating the database schema to accommodate EPSS data, adding EPSS data to the database through download in CSV format and...", Rexbeast2 ," Mentor  Terri Oda, DRAGON2002, aph, rhythmrx9 ", Organization  Python Software Foundation ,/archive/2023/projects/v3CVdLSD,https://gist.github.com/Rexbeast2/19adb5d66864499453c92a5dfed89cdc
27, IUNS-3 5G NR: Improving the Usability of ns-3's 5G NR Module ,"IUNS-3 5G NR is a GSoC '23 medium-size project proposal that offers a general purpose introductory scenario to dive into the 5G New Radio world,...", ggrieco ," Mentor  Tom Henderson, Biljana Bojovic, Katerina Koutlia ", Organization  The ns-3 Network Simulator Project ,/archive/2023/projects/oeDFknbT,https://www.nsnam.org/wiki/GSOC20235GUsabilityFinalReport
28, Advancing Reproducible Science through Open Source Laboratory Protocols as Software ,The project aims to develop a Python-to-Python conversor for LabOP-written Laboratory protocols to be executed by Hamilton Machines using PyHamilton..., Luiza Zucchi Hesketh ," Mentor  Tim Fallon, Daniel Bryce ", Organization  UC OSPO ,/archive/2023/projects/nrezQTSy,https://gist.github.com/LuHesketh/d5138b28c75ae5ec79648e8ebac6d7fd
29, Navigator plugin modernization ,"""Cockpit navigator"" is a featureful File System Browser for Cockpit, which allows the user to remotely browse, manage, edit, upload, and download...", Mahmoud Hamdy ," Mentor  Katerina Koukiou, mmarusak ", Organization  Cockpit Project ,/archive/2023/projects/KNYEb8CT,https://github.com/cockpit-project/cockpit-navigator
30," NumFocus & SciML, PDEs on Graphs ","I propose to implement a common interface to deploy the power of SciML to dynamical systems on graphs. In achieving this, one new package will be...", Criston Hyett ," Mentor  Chris Rackauckas, Alex W Jones ", Organization  NumFOCUS ,/archive/2023/projects/YX0ACw7M,https://cmhyett.github.io/portfolio/gsoc/
31, Support Java 11 (bootstrap methods and other issues) for jpf-core ,jpf-core is essentially a JVM that currently fully supports only Java 8. The goal of this project is to make it up-to-date with new features of Java..., varad_galgali ," Mentor  Cyrille Artho, Pavel Parizek ", Organization  The JPF team ,/archive/2023/projects/NnfaIK1C,https://docs.google.com/document/d/1a0o8zLBMU0FjgxyeMdRrS69dGGIMEF4otTsgYVyMyYM/edit?usp=sharing
