Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Galaxy Asteroids ,"Until today, playing games has become an activity loved by many, mainly due to the fun and competitiveness offered to those who play them. In Liquid...", Leticia CR ," Mentor  Marc Gonzalez Capdevila, Karine Pistili Rodrigues ", Organization  Liquid Galaxy project ,/archive/2022/projects/W5iole2x,https://github.com/LiquidGalaxyLAB/asteroids-lg-retro-gaming
2, SBOM Conformance Checker Proposal ,"The minimum constituent parts of an overall Software Bill of Material (SBOM) – referred to as NTIA’s minimum elements – are three broad, interrelated...", Joshua Lin ," Mentor  Gary O, Kate Stewart, nnk, Jeff Licquia ", Organization  SPDX ,/archive/2022/projects/J8JDnuoM,https://github.com/spdx/ntia-conformance-checker/wiki
3, Bug Logging Tool (BLT) ,This project aims to extend the existing BLT flutter app to be fully fledged to provide a seamless experience along with rewards to the users while..., Aryan Ranjan ," Mentor  Ankit Choudhary, Sparsh Agrawal ", Organization  OWASP Foundation ,/archive/2022/projects/ShGlbTKv,https://gist.github.com/just-ary27/7f8e49a42d8ab9db895c4de82f4c419f
4, Implement projection predictive variable selection for Bambi-fitted GLMs ,Projection predictive inference is a decision theoretic Bayesian approach that decouples model estimation from decision making. Given a reference..., yann ," Mentor  Osvaldo, Tomas Capretto ", Organization  NumFOCUS ,/archive/2022/projects/Y6kuHa8J,https://github.com/yannmclatchie/kulprit/
5," Tensorflow/JAX project — ""JAX ML Textbook"" ","The aim of this project is to implement various advanced machine learning algorithms for the upcoming textbook ""Probabilistic Machine Learning:...", Xinglong , Mentor  Kevin  Murphy , Organization  TensorFlow ,/archive/2022/projects/PNHsZcwK,https://xinglong-li.github.io/gsoc2022/
6, FFmpeg Audio Filters ,"Add FFmpeg audio filters to VLC. This will be achieved by adding wrappers for FFmpeg audio filters. Basically, each wrapper will act as an audio...", Rajdutt ," Mentor  robUx4, Alexandre Janniaux ", Organization  VideoLAN ,/archive/2022/projects/TmOjAIH7,https://code.videolan.org/videolan/vlc/-/merge_requests/2414
7, Proposal for P2P Messaging App in Flutter ,I intend to propose an approach to transfer the messaging protocol of the application from the naive push protocol. The push protocol has many..., Manav Sarkar ," Mentor  Ritik Jain, Tanya Prasad ", Organization  AOSSIE ,/archive/2022/projects/p7PXL1OM,https://gitlab.com/aossie/p2p-messaging-flutter/-/blob/acfe97b2dc62f171f2282c11c0bae3a35c65b350/GSOC/2022/ManavSarkar.md
8, State-of-the-art Isosurfacing in CGAL ,Extracting isosurfaces from scalar functions is a common method for generating 3D meshes. An isosurface is a subspace with equal values of the..., Julian Stahl , Mentor  Daniel Zint , Organization  CGAL Project ,/archive/2022/projects/rGKelltB,https://docs.google.com/document/d/1qpakvXFwWClid2CojvtEmPYsnr28c42I9_m2ZZTfkZY/edit?usp=sharing
9, Build Knowledgebase Application on CHAOSS Website ,The CHAOSS Project’s website is an invaluable resource for newbies and core project members alike. Since the CHAOSS Project has grown in size over..., Yash Prakash ," Mentor  CHAOSS Project, Klumb, Elizabeth Barron, Ritik Malik ", Organization  CHAOSS ,/archive/2022/projects/wYwovEnP,https://gist.github.com/yash-yp/50e9487c48801dcf875adc4c190aa274
10, Implementing multi-task CV models in OpenCV ,"Deep learning is now used to solve many different CV problems. A typical approach is to train a separate network for each specific task. However,...", star , Mentor  FYtao , Organization  OpenCV ,/archive/2022/projects/XkJwt5qM,https://github.com/obtx/opencv_zoo/tree/new-branch/models/multitask_centernet
