Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, JNI Interop for Dart ,"This project aims to develop a JNI interop package, which allows to access Java APIs (on Both Android and JVM) from Dart code, and a wrapper...", Mahesh Hegde ," Mentor  Daco Harkes, Liam ", Organization  Dart ,/archive/2022/projects/cfMyek57,https://gist.github.com/mahesh-hegde/8ab32fb2f7522458e9d196690b102b3a
2, Agora Vote iOS app ,"Agora vote iOS allows users to create elections, invite voters, view results etc. This application uses Agora Web API as a backend application. It...", Aleksandra Komagorkina , Mentor  Abhishek Agarwal , Organization  AOSSIE ,/archive/2022/projects/hWNu77nz,https://aleksandra.tech/gsoc2022/
3, Zebra Traffic Control ,Add the ability for ZEBRA to modify TC tables via the netlink protocol. Currently FRR has no ability to modify the underlying TC tables. This would..., Shichu Yang ," Mentor  Sworley, qlyoung ", Organization  FRRouting ,/archive/2022/projects/eBqqrRLd,https://sigeryang.net/gsoc2022-frr/
4, Support new IR in V8 Turbolizer ,"V8 is adding a new intermediate representation (IR) to the TurboFan optimizing JavaScript compiler. The new IR is called TurboShaft. For the old IR,...", Danylo Boiko ," Mentor  Nico Hartmann, Tobias Tebbi ", Organization  Chromium ,/archive/2022/projects/taspuPOM,https://docs.google.com/document/d/1rUY7PUfxoBI7Ln9hRgqqubrRxhjBN14uZ7f8g2MXXUc/edit?usp=sharing
5, ArcFace Loss Implementation for Tensorflow Similarity ,Metric learning is a collection of machine learning approaches for learning to assess similarities and differences between data points from various..., Aylin Aydın , Mentor  Yusuf Sarıgöz , Organization  TensorFlow ,/archive/2022/projects/ObpzfgGa,https://github.com/aylinaydincs/GSoC-22-Project
6, Project #8: Optimization of Deep Learning models for autonomous driving ,"The main aim of the project is to improve the current model stack of deep learning models, in terms of inference speed with minimum loss of...", Nikhil Paliwal ," Mentor  Sergio Paniego Blanco, Utkarsh Aashu Mishra ", Organization  JdeRobot ,/archive/2022/projects/8iSl34hX,https://theroboticsclub.github.io/gsoc2022-Nikhil_Paliwal/gsoc/Project-Summary/
7, Reinforcement Learning for pick and place operations ,Reinforcement learning is an established discipline for the automatic acquisition of control programs from a reward signal. Some early limitations..., Daniel Peix ," Mentor  Pilar Bachiller, Juan M. Haut ", Organization  RoboComp ,/archive/2022/projects/jJ8o0Wpc,https://github.com/robocomp/robocomp-pick-and-place/tree/dani_branch
8, New Frontend Framework for Simulator UI ,New Frontend Framework for Simulator UI The project focuses on replacing JqueryUI with a modern frontend framework. I have divided the coding time..., Devjit Choudhury ," Mentor  Aboobacker MK, Ayan Biswas, Samiran Konwar ", Organization  CircuitVerse.org ,/archive/2022/projects/1IZGKjn2,https://blog.circuitverse.org/posts/devjitchoudhury_gsoc22_phase2_report/
9, Interactive Onboarding Flow ,The current onboarding workflow that the Oppia Android app offers is not intuitive enough. Users get confused or spend more time than necessary..., Jishnu Goyal ," Mentor  Ben Henning, Rajat Talesra ", Organization  Oppia Foundation ,/archive/2022/projects/U4F39XEC,https://medium.com/@jishnugoyal007/google-summer-of-code22-27d168773eda
10, RIoTPot: A Shapeshifting honeypot ,# Advance Device Profiles --- To enhance RIoTPot with pre-set and custom device profiles. The profiles will be displayed using an interface that..., ryaben ," Mentor  Shreyas Srinivasa, Manolis ", Organization  The Honeynet Project ,/archive/2022/projects/Fy1BiON5,https://ricyaben.github.io/blog/projects/gsoc_2022_riotpot/
11, Exerciser Evaluation mode ,The Exerciser activity lets you build interactive exercises using multiple templates and share these exercises with other users. This project aims to..., divyansh-agarwal ," Mentor  Lionel Laské, Ashish Aggarwal ", Organization  Sugar Labs ,/archive/2022/projects/A8BrmPsF,https://tinyurl.com/ExerciserEvalutionGSoC2022
12, [pysal] Morphological Street Network Simplification ,"The study of urban morphology relies on clever abstractions of the built environment into computationally tractable models. One such model, the...", Gabriel Agostini ," Mentor  James Gaboardi, Martin Fleischmann, Andres Morfin Veytia ", Organization  NumFOCUS ,/archive/2022/projects/NIcNOOAQ,https://github.com/gsagostini/network-simplification
13, Building Bela Images ,"Bela is an open hardware and software platform for creating beautiful interaction with sensors, sound and it is designed for artists, musicians,...", Kurva Prashanth ," Mentor  Giulio Moro, Vedant Paranjape, Vaishnav Achath ", Organization  BeagleBoard.org ,/archive/2022/projects/ykkMkxcR,https://krvprashanth.in/gsoc2022/
14, Plugin for Selecting & Dragging & Doing Actions on Multiple Blocks ,This project is to enable the selection of multiple blocks at the same time and allow moving and doing actions on multiple blocks on Blockly. This..., Songlin Jiang ," Mentor  Evan Patton, Li Li ", Organization  MIT App Inventor ,/archive/2022/projects/9wF06HWE,https://hollowmansblog.wordpress.com/2022/08/13/my-google-summer-of-code-2022-google-blockly-workspace-multiselect-plugin/
15, R-only tripack ,"The R tripack package is an implementation of the FORTRAN 77 TRIPACK package, which performs Constrained Delaunay Triangulations on a set of points....", ZeroDawn0D ," Mentor  Di Cook, Harriet Mason ", Organization  R project for statistical computing ,/archive/2022/projects/h1cavSzn,https://zerodawn0d.github.io/tRiad/articles/GSoC.html
16, Extending the Social Navigation component to realistic scenarios ,Socially aware path planning enables a robot to navigate through a crowded environment causing the least amount of discomfort to the surrounding..., Sushant Sreeram Swamy ," Mentor  Luis J. Manso, Aditya Kapoor ", Organization  RoboComp ,/archive/2022/projects/So3JrqTr,https://github.com/robocomp/gsoc22-socnavenv
17, Data Buffers / Serialization ,"This project is about finishing the Binary Buffer system's API to read and write arbitrary data into a byte buffer, along with using this system to...", Dhruv Chawla (0xdc03) ," Mentor  Josh Ventura, fundies ", Organization  The ENIGMA Team ,/archive/2022/projects/BrXiUNA2,https://github.com/enigma-dev/enigma-dev/pull/2318
18, Improving the Calendar Application ,"I plan on improving the native Calendar application of Haiku OS, and add the following features in the application: - Utiliity to set Reminders...", Harshit Sharma ," Mentor  Niels Reedijk, Humdinger ", Organization  Haiku ,/archive/2022/projects/Aw6dks92,https://www.haiku-os.org/blog/harshitsharma/2022-09-12_gsoc_2022_final_report_improving_the_calendar_application/
19, Implement Encrypted Search for Matrix ,"Currently, keeping privacy in mind, Matrix uses seshat to store a searchable database on the user’s device itself. As the number of conversations and...", Aditya Rajput , Mentor  Charles Wright , Organization  Matrix.org ,/archive/2022/projects/xjCmlvMW,https://gist.github.com/BURG3R5/fe84e6880726e5d50d09f6dab84efc9d
20, Implement WASI and wasmedge_process host functions on Windows ,WebAssembly has become extremely popular among the developer community lately. It offers near native performance in a browser and is meant to not be..., Abhinandan Udupa , Mentor  hydai , Organization  CNCF ,/archive/2022/projects/YRfj0fIn,https://github.com/WasmEdge/WasmEdge/issues/1477
21, REFACTORING & REWRITING PRODUCTION CODE AND TESTS TO KOTLIN FOR POCKET PAINT FOR ANDROID ,"This project proposes to refactor and rewrite most of the production code and tests of Pocket Paint to Kotlin, implementing all the modern features...", Akebu ," Mentor  Stefan Kutschera, Thorsten  Bandel ", Organization  International Catrobat Association ,/archive/2022/projects/XIrc7NJ5,https://gist.github.com/akebu6/18b9fa45aba1db01725e83e71491e8b7
22, Static Program Analysis for Autograding ,Static analysis is used in the Submitty platform for verifying that the student submissions for programming courses contain specific language..., Poorna Gunathilaka ," Mentor  Barbara Cutler, Shail Patel, Chris Reed, William Allen ", Organization  Submitty ,/archive/2022/projects/TjeLz8zH,https://submitty.org/developer/google_summer_of_code/2022_Poorna_Gunathilaka
23, XFS Filesystem Support ,XFS is a file system that was designed for computer systems with large numbers of CPUs and large disk arrays. It focuses on supporting large files..., Mashijams ," Mentor  PulkoMandy, Saloni ", Organization  Haiku ,/archive/2022/projects/S348lwJ7,https://www.haiku-os.org/blog/mashijams/2022-09-09_gsoc_2022_xfs__final_report/
24, MusicBrainz Android App: Adding BrainzPlayer in Android App ,"MusicBrainz Android app has got some nice features that showcase various Brainz abilities. Currently, the app lacks the Brainz Player feature, which...", Ashutosh Aswal , Mentor  Akshat Tiwari , Organization  MetaBrainz Foundation Inc ,/archive/2022/projects/uTqnXR4t,https://blog.metabrainz.org/?p=9707
25, Improving ruTorrent Mobile application ,"ruTorrent Mobile application is a project that started 2 years ago under the organization CCExtractor Development and it's gone quite well, with the...", Mohammed Abdul Malik ," Mentor  Carlos Fernandez Sanz, Rajan Jaiswal ", Organization  CCExtractor Development ,/archive/2022/projects/G1n895Kb,https://gist.github.com/AbdulMalikDev/7b9dd5bdf3dae02494fd2aea0df19f3c
26, I/O infrastructure for Apothesis ,Apothesis is an open-source software that allows the simulation of thin film deposition processes via the Kinetic Monte Carlo method. Thin-film..., Christina-Anna Gatsiou ," Mentor  Vissarion Fisikopoulos, Nikos Cheimarios ", Organization  Open Technologies Alliance - GFOSS ,/archive/2022/projects/uA64Hl2A,https://github.com/eellak/gsoc2022-apothesis/tree/christianna_input
27, UI for the Arctic Sea settings API (Faroe) ,"The Arctic sea is a framework for developing OGC services, clients and middleware sharing concepts for encoding and decoding of different formats and...", Jaunjal Sujit , Mentor  Carsten Hollmann , Organization  52°North Spatial Information Research GmbH ,/archive/2022/projects/WQzKOHGd,https://blog.52north.org/2022/09/23/ui-for-arctic-sea-settings-api-faroe-final-blog-post/
28, Refine Architecture to Improve Extensibility ,"Agora Blockchain is a decentralized platform for conducting elections. Agora is a library of voting algorithms like Moore's, Oklahoma etc. Some of...", Sreeniketh Madgula , Mentor  Raj Ranjan , Organization  AOSSIE ,/archive/2022/projects/0RUIkWHR,https://gitlab.com/aossie/agora-blockchain/-/blob/gsoc-2022/docs/GSOC_2022/Sreeniketh_Madgula.md
29, Non-Determinacy based optimizations in Parallel Programs ,Problem : Optimize Parallel Programs by employing Non-Determinacy based optimizations. Plan : 1. Perform static code analysis to identify program..., Abhishekvu ," Mentor  Johannes Doerfert, William Moses ", Organization  LLVM Compiler Infrastructure ,/archive/2022/projects/OewpiPMm,https://docs.google.com/document/d/1liYazQ0vUg-0faFSi6i9MOi8ME-b6BD-9aD_YJ2JvsM/edit
30, ClickUp App for Rocket.Chat ,"Rocket.Chat is the place where teams from large organizations assemble, coordinate and communicate. People discuss their work, manage it and share...", Mustafa Hasan Khan ," Mentor  Douglas Gubert, Allan Ribeiro ", Organization  rocket.chat ,/archive/2022/projects/tN7gvf0E,https://github.com/mustafahasankhan/Google-Summer-of-Code-2022
