Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, DIY Robot ,"The project I want to focus on is developing a more compact version of DIY robot for younger students,opposed to the more modular design it currently...", Danai Brilli ," Mentor  Christos Chronis, Iraklis Varlamis ", Organization  Open Technologies Alliance - GFOSS ,/archive/2022/projects/XJ5kKZQ1,https://gist.github.com/danaibrilli/5907d5b43d7a6e358526899bfe2b20e9
2, Optimizing SciML Packages With SimpleChains.jl ,"This project aims to develop interfaces for the SimpleChains.jl library for use with SciML packages, so that the former’s non-allocating and high...", abhishekbhatt ," Mentor  Chris Rackauckas, Elrod, Frank Schäfer ", Organization  NumFOCUS ,/archive/2022/projects/uy6F1j8l,https://medium.com/@abhishekbhatt730/simplechains-jl-for-neuralode-and-sciml-fadbe6fee481
3, Yiyao Wang_Proposal_lightweight OCR models ,"OCR (Optical Character Recognition), a technology which targets recognizing text in images automatically, contains the following parts: document...", Yiyao Wang , Mentor  Zihao Mu , Organization  OpenCV ,/archive/2022/projects/dksIFqMl,https://gist.github.com/Charles-258/f1a2bf28eb676560b94fcc3cfdfa4120
4, Faust Integration in HISE ,"The proposed GSoC project aims at integrating support for the Faust audio programming language into HISE, an extensive framework for the creation of...", etXzat ," Mentor  sletz, christoph-hart ", Organization  GRAME ,/archive/2022/projects/cAyIN9Bi,https://resonant-bytes.de/blog/gsoc-final-submission/
5, Deepchem - Pytorch Lightning ,"Pytorch Lightning provides framework and functionalities for building and training PyTorch models. If integrated with deepchem, PyTorch-lightning...", Princy chahal , Mentor  Abhishek , Organization  Open Chemistry ,/archive/2022/projects/kT8zbn8O,https://forum.deepchem.io/t/summary-google-summer-of-code-2022-deepchem-pytorch-lightning/802
6, Jenkins X GSOC Proposal ,"Currently, the way to manage (CRUD) Jenkins X resources(pipelines) is by using the cli. While the CLI is very powerful and user friendly, it should...", Rajat Gupta ," Mentor  ankitm123, Tom, babadofar, Mårten Svantesson ", Organization  Jenkins X ,/archive/2022/projects/FtTH60cj,https://jenkins-x.io/blog/2022/11/13/gsoc-2022-work-report/
7, Website Security and Penetration Testing ,I will be performing a holistic security assessment of Submitty. Patching once a potential vulnerability is found and documenting the flaw...., Akshat Batra ," Mentor  Barbara Cutler, Shail Patel, Chris Reed, William Allen ", Organization  Submitty ,/archive/2022/projects/cgmh6Hr7,https://submitty.org/developer/google_summer_of_code/2022_Akshat_Batra
8, GSoC2022 Rust language implementation ,dubbo-rust provides basic RPC communication and service governance capability in microservice scenarios. deliverables: + protoc-gen-rust-triple:..., 杨阳 ," Mentor  Albumen Kevin, Jun ", Organization  Apache Software Foundation ,/archive/2022/projects/7b6vmFqS,https://gist.github.com/yang20150702/87ac709f5895c17a1b8079532def2189
9, Compatibility Analysis: Detecting Semantic Version Violations ,"This project aims to summarise the public API of a given Dart library by harnessing existing static analysis capabilities of the analyzer package,...", Arseny Uskov ," Mentor  jonasfj, Sigurd Meldgaard ", Organization  Dart ,/archive/2022/projects/GAEvDkrP,https://arseny.uk/posts/gsoc2022/
10, Face Tracking to Improve Accessibility and Interaction in the Metaverse with Satellite ,"The ""metaverse"" has seen exceptional interest in both tech and the wider market. However, metaverse software currently on the market, from Second...", Matt Wiese ," Mentor  Christian Frisson (SAT), Emmanuel Durand, Fay Askari ", Organization  Society for Arts and Technology (SAT) ,/archive/2022/projects/ve25fc1w,https://sat-mtl.gitlab.io/collaborations/google-summer-of-code/posts/2022-contributions/matthewwiese-satellite-face-tracking/work-product-matthewwiese/
11, Moving Instruction Rules to Tablegen ,"Enzyme performs automatic differentiation (in the calculus sense) of LLVM programs. The support for an increasing number of LLVM Versions (7-main),...", Manuel Drehwald , Mentor  William Moses , Organization  LLVM Compiler Infrastructure ,/archive/2022/projects/ul9Uz9LK,https://github.com/ZuseZ4/gsoc2022
12, Deep Learning for Time Series ,The M-Competitions are a series of open competitions to evaluate forecasting methods for time-series data. The most recent competition in this..., Shivansh Subramanian ," Mentor  fkiraly, Guzal, ltsaprounis ", Organization  sktime ,/archive/2022/projects/4PrOakwo,https://aurumnpegasus.github.io/posts/gsoc/
13, Automatic git cache maintenance on the controller ,Git caches that exist on the controller can become slower and larger than necessary during use. Recent versions of command line git (since 2.30.0)..., Hrushikesh Rao ," Mentor  Mark Waite, Rishabh Budhouliya ", Organization  Jenkins ,/archive/2022/projects/W8ZxacEA,https://www.jenkins.io/projects/gsoc/2022/projects/automatic-git-cache-maintenance/
